"Rank","Player","G","ATT","YDS","Y/ATT","YBCON","YBCON/ATT","YACON","YACON/ATT","BRKTKL","TK LOSS","TK LOSS YDS","LNG TD","10+ YDS","20+ YDS","30+ YDS","40+ YDS","50+ YDS","LNG","REC","TGT","RZ TGT","YACON"
"1","Jonathan Taylor (IND)","1","22","147","6.7","110","5.0","37","1.7","0","1","-1","66","2","1","1","1","1","66","2","2","1","9"
"2","Saquon Barkley (NYG)","1","35","152","4.3","111","3.2","41","1.2","0","3","-9","2","4","1","0","0","0","27","1","1","0","0"
"3","Aaron Jones (GB)","1","24","138","5.8","110","4.6","28","1.2","0","2","-5","12","3","1","1","0","0","30","2","2","0","9"
"4","Dalvin Cook (NYJ)","1","14","119","8.5","13","0.9","99","6.6","0","5","-19","81","4","1","1","1","1","81","3","5","0","13"
"5","James Conner (ARI)","1","21","69","3.3","30","1.4","39","1.9","0","1","-1","9","0","0","0","0","0","9","3","3","1","6"
"6","Jeff Wilson Jr. (MIA)","1","17","119","7.0","74","4.4","45","2.6","2","1","-1","20","4","1","0","0","0","20","2","5","0","1"
"7","D'Onta Foreman (CHI)","1","31","130","4.2","63","2.0","67","2.2","3","5","-8","12","4","1","0","0","0","23","0","1","0","0"
"8","Tony Pollard (DAL)","1","22","115","5.2","70","3.2","45","2.0","0","0","0","13","4","0","0","0","0","14","3","6","1","3"
"9","Josh Jacobs (LV)","1","21","78","3.7","44","2.1","34","1.6","0","1","-3","1","1","1","0","0","0","22","6","8","1","4"
"10","Devin Singletary (HOU)","1","13","47","3.6","26","2.0","21","1.6","1","3","-3","5","1","1","0","0","0","21","1","2","1","0"
"11","Raheem Mostert (MIA)","1","8","65","8.1","52","6.5","13","1.6","0","0","0","24","3","1","0","0","0","24","4","4","0","1"
"12","Brian Robinson Jr. (WAS)","1","26","86","3.3","36","1.4","50","1.9","1","0","0","1","1","0","0","0","0","11","0","0","0","0"
"13","Christian McCaffrey (SF)","1","14","38","2.7","22","1.6","16","1.1","1","3","-5","2","1","0","0","0","0","12","4","6","1","7"
"14","Nick Chubb (CLE)","1","11","63","5.7","21","1.9","42","3.8","2","0","0","33","1","1","1","0","0","33","3","4","0","6"
"15","Jamaal Williams (NO)","1","16","59","3.7","48","3.0","11","0.7","2","3","-7","1","2","0","0","0","0","13","0","0","0","0"
"16","Antonio Gibson (WAS)","1","14","44","3.1","19","1.4","25","1.8","1","0","0","1","0","0","0","0","0","7","3","3","0","5"
"17","Leonard Fournette (BUF)","1","14","57","4.1","41","2.9","16","1.1","0","0","0","1","1","0","0","0","0","10","1","1","0","0"
"18","Alec Ingold (MIA)","1","0","0","nan","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","4","4","1","14"
"19","Rachaad White (TB)","1","22","105","4.8","65","3.0","40","1.8","1","1","-4","0","4","1","0","0","0","29","0","0","0","0"
"20","Dameon Pierce (HOU)","1","17","94","5.5","76","4.5","18","1.1","0","3","-3","0","3","1","1","1","0","44","2","3","0","4"
"21","Najee Harris (PIT)","1","20","99","5.0","40","2.0","59","3.0","1","1","-2","0","2","1","1","0","0","36","0","1","0","0"
"22","Darrell Henderson Jr. (FA)","1","6","21","3.5","12","2.0","9","1.5","0","0","0","4","0","0","0","0","0","6","1","1","0","0"
"23","Elijah Mitchell (SF)","1","18","89","4.9","54","3.0","35","1.9","0","1","-1","0","2","0","0","0","0","12","1","2","1","0"
"24","Jaylen Warren (PIT)","1","9","37","4.1","10","1.1","27","3.0","2","0","0","0","1","1","0","0","0","21","3","3","1","21"
"25","Travis Etienne Jr. (JAC)","1","11","45","4.1","34","3.1","11","1.0","0","2","-2","0","1","0","0","0","0","10","3","3","0","0"
"26","D'Andre Swift (PHI)","1","6","6","1.0","0","0.0","0","0.0","0","3","-10","9","0","0","0","0","0","9","1","3","0","0"
"27","Kenneth Walker III (SEA)","1","10","17","1.7","9","0.9","8","0.8","0","1","-2","0","0","0","0","0","0","5","6","8","1","0"
"28","Melvin Gordon III (BAL)","1","7","24","3.4","21","3.0","3","0.4","0","1","-1","0","1","0","0","0","0","11","4","6","0","5"
"29","Derrick Henry (TEN)","1","19","53","2.8","44","2.3","9","0.5","0","1","-3","0","1","0","0","0","0","10","2","3","0","4"
"30","AJ Dillon (GB)","1","13","65","5.0","25","1.9","40","3.1","1","0","0","0","1","0","0","0","0","17","0","0","0","0"
"31","Austin Ekeler (LAC)","1","6","24","4.0","16","2.7","8","1.3","0","0","0","0","1","0","0","0","0","12","7","12","1","9"
"32","C.J. Ham (MIN)","1","1","3","3.0","0","0.0","0","0.0","0","0","0","3","0","0","0","0","0","3","0","0","0","0"
"33","Isiah Pacheco (KC)","1","16","82","5.1","52","3.3","30","1.9","0","0","0","0","2","0","0","0","0","13","0","0","0","0"
"34","Jerick McKinnon (KC)","1","1","2","2.0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","2","6","8","1","0"
"35","Khalil Herbert (CHI)","1","10","57","5.7","0","0.0","0","0.0","0","0","0","0","2","0","0","0","0","12","0","0","0","0"
"36","Miles Sanders (CAR)","1","12","54","4.5","28","2.3","26","2.2","0","0","0","0","0","0","0","0","0","8","0","1","0","0"
"37","Latavius Murray (BUF)","1","9","24","2.7","17","1.9","7","0.8","0","1","-1","0","1","0","0","0","0","10","3","3","0","3"
"38","Alvin Kamara (NO)","1","8","26","3.3","12","1.5","14","1.8","1","0","0","0","1","0","0","0","0","14","3","4","0","7"
"39","David Montgomery (DET)","1","9","37","4.1","28","3.1","9","1.0","2","0","0","0","0","0","0","0","0","9","1","1","0","0"
