"Rank","Player","G","ATT","YDS","Y/ATT","YBCON","YBCON/ATT","YACON","YACON/ATT","BRKTKL","TK LOSS","TK LOSS YDS","LNG TD","10+ YDS","20+ YDS","30+ YDS","40+ YDS","50+ YDS","LNG","REC","TGT","RZ TGT","YACON"
"1","Joe Mixon (CIN)","1","22","153","7.0","69","3.1","84","3.8","2","1","-1","14","5","2","0","0","0","29","4","5","3","18"
"2","Kenneth Walker III (SEA)","1","26","109","4.2","84","3.2","25","1.0","0","2","-5","5","3","0","0","0","0","15","3","4","0","7"
"3","Travis Etienne Jr. (JAC)","1","28","109","3.9","52","1.9","57","2.0","4","3","-12","5","3","0","0","0","0","18","2","2","0","4"
"4","Derrick Henry (TEN)","1","17","115","6.8","43","2.5","72","4.2","2","1","-2","4","2","2","1","1","1","56","0","0","0","0"
"5","Kenyan Drake (GB)","1","24","93","3.9","45","1.9","48","2.0","0","3","-12","3","2","0","0","0","0","18","2","2","1","3"
"6","Cordarrelle Patterson (ATL)","1","13","44","3.4","39","3.0","5","0.4","0","1","-2","3","0","0","0","0","0","7","1","1","0","0"
"7","Austin Ekeler (LAC)","1","14","47","3.4","38","2.5","9","0.6","0","1","-1","2","0","0","0","0","0","9","7","8","2","5"
"8","Miles Sanders (CAR)","1","17","93","5.5","58","3.4","35","2.1","2","3","-5","2","4","1","0","0","0","25","0","0","0","0"
"9","Michael Carter (ARI)","1","12","76","6.3","44","3.7","32","2.7","0","1","-4","6","3","1","0","0","0","25","1","1","1","0"
"10","Dameon Pierce (HOU)","1","27","139","5.1","67","2.5","72","2.7","5","3","-5","0","3","1","1","0","0","36","0","0","0","0"
"11","Jeff Wilson Jr. (MIA)","1","9","51","5.7","27","3.0","24","2.7","1","0","0","0","1","1","0","0","0","28","3","3","2","7"
"12","Rhamondre Stevenson (NE)","1","15","60","4.0","39","2.6","21","1.4","2","3","-10","0","3","0","0","0","0","16","3","7","2","2"
"13","Tyler Allgeier (ATL)","1","10","99","9.9","62","6.2","37","3.7","0","0","0","0","2","1","1","1","0","44","1","1","0","3"
"14","Dalvin Cook (NYJ)","1","17","47","2.8","27","1.6","20","1.2","0","5","-7","0","0","0","0","0","0","9","2","6","2","0"
"15","James Robinson (NO)","1","13","48","3.7","38","2.9","10","0.8","0","1","-2","0","1","0","0","0","0","16","2","2","1","0"
"16","Raheem Blackshear (CAR)","1","5","13","2.6","12","2.4","1","0.2","0","0","0","2","0","0","0","0","0","5","4","4","1","11"
"17","Jamaal Williams (NO)","1","24","81","3.4","37","1.5","44","1.8","2","2","-4","0","1","0","0","0","0","14","0","0","0","0"
