"Rank","Player","G","ATT","YDS","Y/ATT","YBCON","YBCON/ATT","YACON","YACON/ATT","BRKTKL","TK LOSS","TK LOSS YDS","LNG TD","10+ YDS","20+ YDS","30+ YDS","40+ YDS","50+ YDS","LNG","REC","TGT","RZ TGT","YACON"
"1","Nick Chubb (CLE)","1","17","87","5.1","46","2.7","41","2.4","2","2","-7","12","3","1","0","0","0","22","3","3","0","0"
"2","Aaron Jones (GB)","1","15","132","8.8","49","3.3","83","5.5","1","1","-2","15","4","1","1","0","0","36","3","3","1","3"
"3","Tony Pollard (DAL)","1","9","43","4.8","26","2.9","17","1.9","0","0","0","1","1","0","0","0","0","17","4","7","0","12"
"4","D'Andre Swift (PHI)","1","5","56","11.2","51","10.2","5","1.0","0","0","0","0","1","1","1","1","1","50","2","5","0","2"
"5","Damien Harris (BUF)","1","15","71","4.7","49","3.3","22","1.5","0","1","-2","2","1","0","0","0","0","16","2","2","1","5"
"6","James Robinson (NO)","1","23","64","2.8","10","0.4","54","2.3","3","5","-6","37","1","1","1","0","0","37","2","2","0","1"
"7","David Montgomery (DET)","1","15","122","8.1","34","2.3","88","5.9","7","1","-5","0","6","1","0","0","0","28","2","2","0","1"
"8","Christian McCaffrey (SF)","1","15","102","6.8","52","3.5","50","3.3","0","2","-3","0","1","1","1","1","0","49","4","5","0","5"
"9","Darrel Williams (FA)","1","8","59","7.4","47","5.9","12","1.5","0","0","0","1","1","1","1","0","0","30","2","3","1","2"
"10","Breece Hall (NYJ)","1","7","50","7.1","33","4.7","17","2.4","0","1","-1","0","2","1","0","0","0","23","1","1","1","0"
"11","Clyde Edwards-Helaire (KC)","1","8","74","9.3","17","2.1","57","7.1","0","0","0","0","1","1","1","1","1","52","4","4","0","24"
"12","Darrell Henderson Jr. (FA)","1","10","47","4.7","34","3.4","13","1.3","0","0","0","8","1","0","0","0","0","13","0","0","0","0"
"13","Jeff Wilson Jr. (MIA)","1","18","84","4.7","68","3.8","16","0.9","1","2","-2","0","2","0","0","0","0","16","2","2","2","6"
"14","Antonio Gibson (WAS)","1","14","28","2.0","16","1.1","12","0.9","0","2","-3","1","0","0","0","0","0","8","2","4","2","4"
"15","Austin Ekeler (LAC)","1","14","39","2.8","19","1.4","20","1.4","0","2","-6","0","0","0","0","0","0","8","9","10","2","43"
"16","Najee Harris (PIT)","1","15","49","3.3","32","2.1","17","1.1","0","0","0","0","0","0","0","0","0","8","5","6","0","6"
"17","Saquon Barkley (NYG)","1","21","72","3.4","36","1.7","36","1.7","0","3","-8","0","3","0","0","0","0","16","3","4","0","3"
"18","Miles Sanders (CAR)","1","17","80","4.7","42","2.5","38","2.2","0","1","-2","0","3","0","0","0","0","12","3","3","0","2"
"19","Derrick Henry (TEN)","1","13","25","1.9","4","0.3","21","1.6","0","5","-11","2","0","0","0","0","0","9","0","0","0","0"
"20","Javonte Williams (DEN)","1","15","75","5.0","29","1.9","46","3.1","4","1","-4","0","2","0","0","0","0","17","1","4","2","1"
"21","Joe Mixon (CIN)","1","19","57","3.0","31","1.6","26","1.4","1","2","-4","0","1","0","0","0","0","10","3","4","0","9"
"22","Josh Jacobs (LV)","1","19","69","3.6","33","1.7","36","1.9","6","1","-4","0","1","0","0","0","0","13","1","1","0","5"
"23","Raheem Mostert (MIA)","1","11","51","4.6","37","3.4","14","1.3","2","1","-3","0","1","0","0","0","0","11","3","3","0","11"
"24","Reggie Gilliam (BUF)","1","0","0","nan","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","2","3","1","14"
"25","Dameon Pierce (HOU)","1","15","69","4.6","31","2.1","38","2.5","3","2","-6","0","3","0","0","0","0","12","1","1","0","4"
"26","Jerick McKinnon (KC)","1","4","12","3.0","9","2.3","3","0.8","0","0","0","0","0","0","0","0","0","5","2","2","1","0"
"27","Leonard Fournette (BUF)","1","24","65","2.7","37","1.5","28","1.2","1","2","-2","0","1","0","0","0","0","13","2","4","1","0"
"28","Kareem Hunt (CLE)","1","13","58","4.5","26","2.0","32","2.5","0","1","-5","0","4","0","0","0","0","13","2","2","0","0"
"29","AJ Dillon (GB)","1","18","61","3.4","26","1.4","35","1.9","2","3","-4","0","1","0","0","0","0","11","1","3","1","2"
"30","Jonathan Taylor (IND)","1","9","54","6.0","34","3.8","20","2.2","1","0","0","0","2","2","0","0","0","21","1","1","0","5"
"31","J.D. McKissic (FA)","1","3","9","3.0","8","2.7","1","0.3","0","0","0","0","0","0","0","0","0","4","7","7","0","5"
"32","Cam Akers (MIN)","1","15","44","2.9","11","0.7","33","2.2","0","3","-7","0","0","0","0","0","0","8","2","3","1","4"
"33","Kyle Juszczyk (SF)","1","2","1","0.5","0","0.0","1","0.5","0","0","0","1","0","0","0","0","0","1","0","1","0","0"
"34","Zander Horvath (FA)","1","0","0","nan","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","1","2","1","0"
"35","Jamaal Williams (NO)","1","12","53","4.4","44","3.7","9","0.8","0","0","0","0","1","0","0","0","0","12","1","1","0","0"
"36","Travis Etienne Jr. (JAC)","1","9","20","2.2","12","1.3","8","0.9","0","3","-4","0","0","0","0","0","0","6","3","3","0","5"
"37","James Cook (BUF)","1","11","53","4.8","8","0.7","45","4.1","0","0","0","0","1","1","1","0","0","33","0","1","1","0"
"38","Melvin Gordon III (BAL)","1","10","47","4.7","18","1.8","29","2.9","3","1","-1","0","0","0","0","0","0","9","1","1","0","1"
"39","James Conner (ARI)","1","7","25","3.6","20","2.9","5","0.7","0","0","0","0","0","0","0","0","0","6","2","4","0","3"
"40","Eno Benjamin (NO)","1","8","31","3.9","26","3.3","5","0.6","1","0","0","0","0","0","0","0","0","7","3","4","0","4"
