"Rank","Player","G","ATT","YDS","Y/ATT","YBCON","YBCON/ATT","YACON","YACON/ATT","BRKTKL","TK LOSS","TK LOSS YDS","LNG TD","10+ YDS","20+ YDS","30+ YDS","40+ YDS","50+ YDS","LNG","REC","TGT","RZ TGT","YACON"
"1","Derrick Henry (TEN)","1","32","219","6.8","91","2.8","128","4.0","4","3","-3","29","7","2","1","1","0","41","1","1","0","5"
"2","Alvin Kamara (NO)","1","18","62","3.4","28","1.6","34","1.9","1","1","-1","3","0","0","0","0","0","9","9","10","1","21"
"3","Tony Pollard (DAL)","1","14","131","9.4","56","4.0","75","5.4","0","1","-5","54","4","1","1","1","1","54","1","1","0","0"
"4","Christian McCaffrey (SF)","1","18","94","5.2","61","3.4","33","1.8","3","1","-1","1","3","2","0","0","0","25","8","9","2","18"
"5","D'Onta Foreman (CHI)","1","26","118","4.5","81","3.1","37","1.4","0","1","-1","12","3","0","0","0","0","16","0","1","0","0"
"6","Nick Chubb (CLE)","1","23","101","4.4","59","2.6","42","1.8","4","1","-1","11","3","1","0","0","0","21","1","1","0","3"
"7","Travis Etienne Jr. (JAC)","1","24","156","6.5","63","2.6","93","3.9","7","1","-2","1","4","1","1","1","0","49","3","3","0","4"
"8","Dalvin Cook (NYJ)","1","20","111","5.6","58","2.9","53","2.7","1","2","-5","4","4","1","1","0","0","30","5","6","2","3"
"9","Jamaal Williams (NO)","1","10","53","5.3","43","4.3","10","1.0","0","0","0","7","1","0","0","0","0","15","3","3","0","9"
"10","Khalil Herbert (CHI)","1","16","99","6.2","77","4.8","22","1.4","0","1","-1","12","3","1","1","0","0","36","0","0","0","0"
"11","Aaron Jones (GB)","1","20","143","7.2","95","4.8","48","2.4","2","1","-1","0","4","1","1","0","0","32","4","5","0","3"
"12","Tyler Allgeier (ATL)","1","14","39","2.8","29","2.1","10","0.7","0","1","-1","0","1","0","0","0","0","13","3","3","0","0"
"13","Rhamondre Stevenson (NE)","1","16","71","4.4","2","0.1","69","4.3","4","4","-6","0","2","1","1","0","0","35","7","7","0","17"
"14","Miles Sanders (CAR)","1","9","78","8.7","71","7.9","7","0.8","0","0","0","11","4","1","0","0","0","21","0","0","0","0"
"15","Antonio Gibson (WAS)","1","7","19","2.7","10","1.4","9","1.3","0","0","0","0","0","0","0","0","0","5","7","7","1","7"
"16","Kenyan Drake (GB)","1","7","62","8.9","46","6.6","16","2.3","0","0","0","0","1","1","1","1","0","40","4","4","1","0"
