"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"23","Clyde Edwards-Helaire (KC)","7","0","0.0","4","0","1","5","5","39","7.8","0","0","1","9.9","9.9","36.5%"
"24","Josh Jacobs (LV)","13","66","5.1","13","0","0","5","5","31","6.2","0","0","1","9.7","9.7","99.0%"
"25","Breece Hall (NYJ)","8","39","4.9","16","0","0","6","11","53","8.8","0","0","1","9.2","9.2","97.4%"
"26","Jonathan Taylor (IND)","21","71","3.4","13","0","0","3","5","20","6.7","0","0","1","9.1","9.1","94.5%"
"27","Jeff Wilson Jr. (MIA)","12","75","6.3","37","2","0","3","3","31","10.3","0","1","1","8.6","8.6","12.7%"
"28","Mark Ingram II (FA)","5","18","3.6","7","0","1","0","0","0","0","0","0","1","7.8","7.8","0.0%"
"29","Travis Etienne Jr. (JAC)","13","45","3.5","9","0","0","3","3","30","10.0","0","0","1","7.5","7.5","99.9%"
"30","Leonard Fournette (BUF)","12","35","2.9","6","0","0","5","6","35","7.0","0","0","1","7.0","7.0","3.0%"
"31","Rashaad Penny (PHI)","14","66","4.7","14","0","0","1","1","3","3.0","0","0","1","6.9","6.9","11.7%"
"32","Kareem Hunt (CLE)","12","47","3.9","11","0","0","3","4","14","4.7","0","0","1","6.1","6.1","52.4%"
"33","Javonte Williams (DEN)","15","58","3.9","16","0","0","3","5","2","0.7","0","0","1","6.0","6.0","91.4%"
"34","Justice Hill (BAL)","6","60","10.0","34","2","0","0","0","0","0","0","0","1","6.0","6.0","10.8%"
"35","James Conner (ARI)","13","39","3.0","10","0","0","3","5","18","6.0","0","0","1","5.7","5.7","90.8%"
"36","Austin Ekeler (LAC)","4","5","1.3","3","0","0","8","8","48","6.0","0","0","1","5.3","5.3","100.0%"
"37","Alvin Kamara (NO)","15","61","4.1","27","1","0","2","7","12","6.0","0","1","1","5.3","5.3","98.8%"
"38","Zack Moss (IND)","4","46","11.5","43","3","0","1","1","6","6.0","0","0","1","5.2","5.2","88.9%"
"39","Michael Carter (ARI)","11","39","3.5","9","0","0","1","2","7","7.0","0","0","1","4.6","4.6","1.4%"
"40","D'Andre Swift (PHI)","7","31","4.4","9","0","0","3","4","15","5.0","0","0","1","4.6","4.6","96.8%"
"41","Miles Sanders (CAR)","15","46","3.1","13","0","0","1","1","-2","-2.0","0","0","1","4.4","4.4","47.5%"
"42","Dontrell Hilliard (FA)","2","14","7.0","10","0","0","1","1","30","30.0","0","0","1","4.4","4.4","0.0%"
"43","J.D. McKissic (FA)","3","8","2.7","6","0","0","6","9","32","5.3","0","0","1","4.0","4.0","0.0%"
"44","James Cook (BUF)","1","3","3.0","3","0","0","4","5","37","9.3","0","0","1","4.0","4.0","94.9%"
"45","J.K. Dobbins (BAL)","7","23","3.3","5","0","0","2","2","17","8.5","0","0","1","4.0","4.0","16.2%"
"46","AJ Dillon (GB)","12","32","2.7","7","0","0","2","3","6","3.0","0","0","1","3.8","3.8","67.0%"
"47","Joe Mixon (CIN)","12","24","2.0","9","0","0","3","7","14","4.7","0","0","1","3.8","3.8","98.8%"
"48","DeeJay Dallas (SEA)","3","21","7.0","16","0","0","2","2","17","8.5","0","0","1","3.8","3.8","0.8%"
"49","Jaylen Warren (PIT)","4","30","7.5","10","0","0","1","1","3","3.0","0","0","1","3.3","3.3","81.4%"
"50","Kenneth Walker III (SEA)","3","19","6.3","21","1","0","3","3","14","4.7","0","0","1","3.3","3.3","96.4%"
"51","Sony Michel (FA)","5","22","4.4","8","0","0","1","2","9","9.0","0","0","1","3.1","3.1","0.0%"
"52","Rex Burkhead (FA)","3","9","3.0","4","0","0","4","5","21","5.3","0","0","1","3.0","3.0","10.0%"
"53","Tyler Allgeier (ATL)","6","25","4.2","7","0","0","1","1","5","5.0","0","0","1","3.0","3.0","42.8%"
"54","Nyheim Hines (BUF)","3","7","2.3","7","0","0","5","6","23","4.6","0","0","1","3.0","3.0","0.1%"
"55","Aaron Jones (GB)","12","36","3.0","10","0","0","3","4","11","3.7","0","1","1","2.7","2.7","92.7%"
"56","Chuba Hubbard (CAR)","3","25","8.3","14","0","0","0","0","0","0","0","0","1","2.5","2.5","74.8%"
"57","Kyle Juszczyk (SF)","0","0","0","0","0","0","1","1","24","24.0","0","0","1","2.4","2.4","0.3%"
"58","Eno Benjamin (NO)","5","16","3.2","9","0","0","2","4","7","3.5","0","0","1","2.3","2.3","0.0%"
"59","Trestan Ebner (FA)","7","23","3.3","7","0","0","0","1","0","0","0","0","1","2.3","2.3","0.0%"
"60","Reggie Gilliam (BUF)","0","0","0","0","0","0","2","3","22","11.0","0","0","1","2.2","2.2","0.0%"
"61","Brandon Bolden (LV)","3","17","5.7","12","0","0","2","2","4","2.0","0","0","1","2.1","2.1","0.1%"
"62","Jerick McKinnon (KC)","7","20","2.9","6","0","0","0","1","0","0","0","0","1","2.0","2.0","39.0%"
"63","Craig Reynolds (DET)","6","13","2.2","5","0","0","1","1","5","5.0","0","0","1","1.8","1.8","1.8%"
"64","Darrell Henderson Jr. (FA)","4","17","4.3","7","0","0","0","1","0","0","0","0","1","1.7","1.7","7.5%"
"65","C.J. Ham (MIN)","0","0","0","0","0","0","2","3","15","7.5","0","0","1","1.5","1.5","0.1%"
"66","Patrick Ricard (BAL)","0","0","0","0","0","0","1","1","12","12.0","0","0","1","1.2","1.2","0.1%"
"67","Raheem Mostert (MIA)","8","11","1.4","9","0","0","0","2","0","0","0","0","1","1.1","1.1","97.8%"
"68","David Montgomery (DET)","3","11","3.7","5","0","0","0","0","0","0","0","0","1","1.1","1.1","96.0%"
"69","Isiah Pacheco (KC)","3","9","3.0","5","0","0","0","0","0","0","0","0","1","0.9","0.9","95.6%"
"70","Avery Williams (ATL)","1","9","9.0","9","0","0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"71","Darrel Williams (FA)","1","7","7.0","7","0","0","0","1","0","0","0","0","1","0.7","0.7","0.0%"
"72","Jordan Mason (SF)","1","7","7.0","7","0","0","0","0","0","0","0","0","1","0.7","0.7","2.2%"
"73","Travis Homer (CHI)","1","7","7.0","7","0","0","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"74","Kenneth Gainwell (PHI)","3","6","2.0","3","0","0","0","0","0","0","0","0","1","0.6","0.6","21.6%"
"75","Jonathan Williams (WAS)","1","6","6.0","6","0","0","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"76","Chris Evans (CIN)","0","0","0","0","0","0","1","1","4","4.0","0","0","1","0.4","0.4","0.2%"
"77","Joshua Kelley (LAC)","1","-3","-3.0","0","0","0","2","2","6","3.0","0","0","1","0.3","0.3","12.5%"
"78","Matt Breida (NYG)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","2.7%"
"79","Michael Burton (DEN)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"80","Chris Myarick (FA)","0","0","0","0","0","0","1","1","6","6.0","0","0","1","0.0","0.0","0.0%"
"81","Khari Blasingame (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","Alec Ingold (MIA)","1","0","0.0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.1%"
"83","Jakob Johnson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","JaMycal Hasty (NE)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.1%"
"85","Zander Horvath (FA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"86","Rachaad White (TB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","96.2%"
"87","Hassan Haskins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"88","Jerome Ford (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","86.2%"
"89","Kene Nwangwu (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"90","Dwayne Washington (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Mike Boone (FA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.5%"
"92","Boston Scott (PHI)","2","0","0.0","1","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"93","Jason Cabinda (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"94","Justin Jackson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"95","Ameer Abdullah (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
""
""
