"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"33","Raheem Mostert (MIA)","11","71","6.5","21","1","0","2","2","-10","-5.0","0","0","1","6.1","6.1","97.8%"
"34","Damien Harris (BUF)","13","48","3.7","19","0","0","1","4","4","4.0","0","0","1","5.2","5.2","7.1%"
"35","James Cook (BUF)","9","45","5.0","10","0","0","2","2","6","3.0","0","0","1","5.1","5.1","94.9%"
"36","Josh Jacobs (LV)","17","45","2.6","12","0","0","2","3","5","2.5","0","0","1","5.0","5.0","99.0%"
"37","Austin Ekeler (LAC)","11","34","3.1","12","0","0","4","4","36","9.0","0","1","1","5.0","5.0","100.0%"
"38","Khalil Herbert (CHI)","10","50","5.0","13","0","0","1","2","-1","-1.0","0","0","1","4.9","4.9","48.8%"
"39","Aaron Jones (GB)","12","48","4.0","17","0","0","3","4","20","6.7","0","1","1","4.8","4.8","92.7%"
"40","C.J. Ham (MIN)","0","0","0","0","0","0","4","4","47","11.8","0","0","1","4.7","4.7","0.1%"
"41","Chase Edmonds (TB)","9","45","5.0","23","1","0","0","0","0","0","0","0","1","4.5","4.5","1.0%"
"42","Jaylen Warren (PIT)","6","36","6.0","22","1","0","3","4","7","2.3","0","0","1","4.3","4.3","81.4%"
"43","Kenneth Gainwell (PHI)","5","35","7.0","11","0","0","1","1","7","7.0","0","0","1","4.2","4.2","21.6%"
"44","Jonathan Williams (WAS)","14","32","2.3","9","0","0","2","2","9","4.5","0","0","1","4.1","4.1","0.0%"
"45","Matt Breida (NYG)","4","28","7.0","16","0","0","7","8","12","1.7","0","0","1","4.0","4.0","2.7%"
"46","Dare Ogunbowale (HOU)","11","33","3.0","11","0","0","5","6","5","1.0","0","0","1","3.8","3.8","0.1%"
"47","Justice Hill (BAL)","7","34","4.9","12","0","0","0","0","0","0","0","0","1","3.4","3.4","10.8%"
"48","Ke'Shawn Vaughn (NE)","8","26","3.3","12","0","0","2","2","8","4.0","0","0","1","3.4","3.4","0.3%"
"49","Travis Etienne Jr. (JAC)","7","17","2.4","7","0","0","2","2","17","8.5","0","0","1","3.4","3.4","99.9%"
"50","Miles Sanders (CAR)","11","33","3.0","6","0","0","0","1","0","0","0","0","1","3.3","3.3","47.5%"
"51","AJ Dillon (GB)","9","33","3.7","9","0","0","0","3","0","0","0","0","1","3.3","3.3","67.0%"
"52","Kyle Juszczyk (SF)","1","3","3.0","3","0","0","1","1","26","26.0","0","0","1","2.9","2.9","0.3%"
"53","Kene Nwangwu (MIN)","5","13","2.6","8","0","0","1","1","16","16.0","0","0","1","2.9","2.9","0.6%"
"54","David Johnson (FA)","0","0","0","0","0","0","2","2","28","14.0","0","0","1","2.8","2.8","0.0%"
"55","Jordan Mason (SF)","8","28","3.5","8","0","0","0","0","0","0","0","0","1","2.8","2.8","2.2%"
"56","Kareem Hunt (CLE)","4","13","3.3","5","0","0","3","4","15","5.0","0","0","1","2.8","2.8","52.4%"
"57","Giovani Bernard (FA)","7","28","4.0","8","0","0","2","2","-1","-0.5","0","0","1","2.7","2.7","0.0%"
"58","Tyrion Davis-Price (SF)","8","27","3.4","12","0","0","0","0","0","0","0","0","1","2.7","2.7","0.1%"
"59","DeeJay Dallas (SEA)","2","29","14.5","27","1","0","1","1","-3","-3.0","0","0","1","2.6","2.6","0.8%"
"60","Ty Johnson (BUF)","5","12","2.4","12","0","0","2","3","13","6.5","0","0","1","2.5","2.5","0.1%"
"61","Joshua Kelley (LAC)","5","18","3.6","6","0","0","1","4","6","6.0","0","0","1","2.4","2.4","12.5%"
"62","Zonovan Knight (DET)","12","22","1.8","5","0","0","0","0","0","0","0","0","1","2.2","2.2","0.3%"
"63","Samaje Perine (DEN)","6","18","3.0","6","0","0","1","1","4","4.0","0","0","1","2.2","2.2","28.2%"
"64","David Montgomery (DET)","7","21","3.0","8","0","0","0","0","0","0","0","0","1","2.1","2.1","96.0%"
"65","Ty Chandler (MIN)","6","20","3.3","10","0","0","0","0","0","0","0","0","1","2.0","2.0","49.5%"
"66","Tony Pollard (DAL)","7","19","2.7","5","0","0","0","1","0","0","0","0","1","1.9","1.9","99.8%"
"67","Malik Davis (DAL)","5","19","3.8","7","0","0","0","0","0","0","0","0","1","1.9","1.9","0.1%"
"68","Dalvin Cook (NYJ)","11","37","3.4","15","0","0","1","1","0","0.0","0","1","1","1.7","1.7","23.0%"
"69","Gus Edwards (BAL)","4","16","4.0","11","0","0","0","0","0","0","0","0","1","1.6","1.6","76.2%"
"70","Hassan Haskins (TEN)","2","3","1.5","3","0","0","2","2","13","6.5","0","0","1","1.6","1.6","0.1%"
"71","Rachaad White (TB)","4","15","3.8","6","0","0","0","0","0","0","0","0","1","1.5","1.5","96.2%"
"72","Justin Jackson (FA)","1","2","2.0","2","0","0","1","1","11","11.0","0","0","1","1.3","1.3","0.0%"
"73","Avery Williams (ATL)","4","12","3.0","14","0","0","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"74","Devin Singletary (HOU)","7","29","4.1","18","0","0","1","1","3","3.0","0","1","1","1.2","1.2","73.8%"
"75","Ameer Abdullah (LV)","0","0","0","0","0","0","1","2","10","10.0","0","0","1","1.0","1.0","1.1%"
"76","Ezekiel Elliott (NE)","8","10","1.3","4","0","0","0","2","0","0","0","0","1","1.0","1.0","81.3%"
"77","Reggie Bonnafon (FA)","3","8","2.7","5","0","0","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"78","Salvon Ahmed (MIA)","1","7","7.0","7","0","0","0","0","0","0","0","0","1","0.7","0.7","1.1%"
"79","Larry Rountree III (FA)","3","4","1.3","2","0","0","1","1","1","1.0","0","0","1","0.5","0.5","0.0%"
"80","JaMycal Hasty (NE)","3","5","1.7","3","0","0","0","1","0","0","0","0","1","0.5","0.5","0.1%"
"81","Michael Carter (ARI)","3","4","1.3","2","0","0","2","3","1","0.5","0","0","1","0.5","0.5","1.4%"
"82","Ty'Son Williams (FA)","0","0","0","0","0","0","1","1","5","5.0","0","0","1","0.5","0.5","0.0%"
"83","Leonard Fournette (BUF)","0","0","0","0","0","0","1","1","4","4.0","0","0","1","0.4","0.4","3.0%"
"84","Zamir White (LV)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","11.7%"
"85","Jakob Johnson (LV)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","0.3","0.3","0.0%"
"86","Eno Benjamin (NO)","2","3","1.5","2","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"87","Keaontay Ingram (KC)","3","5","1.7","4","0","0","2","3","-2","-1.0","0","0","1","0.3","0.3","1.8%"
"88","Jonathan Ward (TEN)","1","-1","-1.0","0","0","0","1","2","3","3.0","0","0","1","0.2","0.2","0.0%"
"89","Raheem Blackshear (CAR)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.4%"
"90","Rex Burkhead (FA)","0","0","0","0","0","0","1","2","1","1.0","0","0","1","0.1","0.1","10.0%"
"91","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","94.5%"
"92","Andrew Beck (HOU)","0","0","0","0","0","0","0","2","0","0","0","0","1","0.0","0.0","0.0%"
"93","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"94","Benny Snell Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"95","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"96","Troy Hairston II (HOU)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"97","Julius Chestnut (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"98","Trestan Ebner (FA)","0","0","0","0","0","0","0","2","0","0","0","0","1","0.0","0.0","0.0%"
"99","Jashaun Corbin (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"100","Jerome Ford (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","86.2%"
"101","Nick Bellore (SEA)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.0","0.0","7.0%"
"102","Brandon Bolden (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"103","Godwin Igwebuike (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"104","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"105","Royce Freeman (LAR)","7","15","2.1","7","0","0","1","1","2","2.0","0","1","1","-0.3","-0.3","9.8%"
"106","Taiwan Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.0%"
""
""
