"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"50","Breece Hall (NYJ)","6","23","3.8","14","0","0","6","9","38","6.3","0","1","1","4.1","4.1","97.4%"
"51","Dameon Pierce (HOU)","11","33","3.0","8","0","0","1","1","6","6.0","0","0","1","3.9","3.9","62.0%"
"52","Samaje Perine (DEN)","1","4","4.0","4","0","0","3","5","33","11.0","0","0","1","3.7","3.7","28.2%"
"53","Alexander Mattison (MIN)","8","36","4.5","10","0","0","0","0","0","0","0","0","1","3.6","3.6","81.8%"
"54","Joshua Kelley (LAC)","4","21","5.3","12","0","0","2","2","14","7.0","0","0","1","3.5","3.5","12.5%"
"55","Raheem Mostert (MIA)","5","16","3.2","11","0","0","1","1","16","16.0","0","0","1","3.2","3.2","97.8%"
"56","Jeff Wilson Jr. (MIA)","9","22","2.4","5","0","0","2","2","8","4.0","0","0","1","3.0","3.0","12.7%"
"57","Rhamondre Stevenson (NE)","8","25","3.1","12","0","0","2","2","2","1.0","0","0","1","2.7","2.7","89.5%"
"58","Matt Breida (NYG)","5","24","4.8","9","0","0","0","0","0","0","0","0","1","2.4","2.4","2.7%"
"59","Tony Pollard (DAL)","6","8","1.3","9","0","0","2","2","14","7.0","0","0","1","2.2","2.2","99.8%"
"60","Rachaad White (TB)","6","14","2.3","5","0","0","2","2","7","3.5","0","0","1","2.1","2.1","96.2%"
"61","Zack Moss (IND)","6","15","2.5","8","0","0","6","6","21","3.5","0","1","1","1.6","1.6","88.9%"
"62","Sony Michel (FA)","7","12","1.7","6","0","0","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"63","Mike Davis (FA)","2","11","5.5","10","0","0","0","0","0","0","0","0","1","1.1","1.1","1.0%"
"64","Justice Hill (BAL)","2","4","2.0","3","0","0","2","2","7","3.5","0","0","1","1.1","1.1","10.8%"
"65","Alec Ingold (MIA)","1","2","2.0","2","0","0","1","2","8","8.0","0","0","1","1.0","1.0","0.1%"
"66","Patrick Ricard (BAL)","0","0","0","0","0","0","1","1","7","7.0","0","0","1","0.7","0.7","0.1%"
"67","Jaylen Warren (PIT)","3","7","2.3","3","0","0","0","1","0","0","0","0","1","0.7","0.7","81.4%"
"68","C.J. Ham (MIN)","0","0","0","0","0","0","1","1","6","6.0","0","0","1","0.6","0.6","0.1%"
"69","D'Onta Foreman (CHI)","2","5","2.5","4","0","0","0","0","0","0","0","0","1","0.5","0.5","41.0%"
"70","Mark Ingram II (FA)","4","22","5.5","7","0","0","1","1","1","1.0","0","1","1","0.3","0.3","0.0%"
"71","Chuba Hubbard (CAR)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","74.8%"
"72","Travis Homer (CHI)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"73","Mike Boone (FA)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","0.2","0.2","0.5%"
"74","Damien Williams (FA)","2","2","1.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"75","Jakob Johnson (LV)","0","0","0","0","0","0","1","1","1","1.0","0","0","1","0.1","0.1","0.0%"
"76","D'Ernest Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.2%"
"77","Chris Myarick (FA)","0","0","0","0","0","0","1","1","1","1.0","1","0","1","0.0","0.0","0.0%"
"78","Cam Akers (MIN)","3","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","20.5%"
"79","Qadree Ollison (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"80","Andrew Beck (HOU)","0","0","0","0","0","0","2","3","52","26.0","0","0","1","0.0","0.0","0.0%"
"81","Benny Snell Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","Demetric Felton Jr. (CIN)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"83","Jermar Jefferson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"84","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"85","Rico Dowdle (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","9.9%"
"86","Jonathan Ward (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","Troy Hairston II (HOU)","0","0","0","0","0","0","1","1","5","5.0","0","0","1","0.0","0.0","0.0%"
"88","Trestan Ebner (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Jordan Mason (SF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.2%"
"90","Jerome Ford (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","86.2%"
"91","Gary Brightwell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"92","Avery Williams (ATL)","2","7","3.5","5","0","0","1","1","8","8.0","0","0","1","0.0","0.0","0.0%"
"93","Kene Nwangwu (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"94","Taiwan Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"95","Kyle Juszczyk (SF)","0","0","0","0","0","0","0","2","0","0","0","0","1","0.0","0.0","0.3%"
"96","Trenton Cannon (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Jonathan Williams (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Ameer Abdullah (LV)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","1.1%"
"99","Michael Burton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"100","James Cook (BUF)","1","2","2.0","2","0","0","0","0","0","0","0","1","1","-1.8","-1.8","94.9%"
""
""
