"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"40","Travis Etienne Jr. (JAC)","17","32","1.9","7","0","0","0","0","0","0","0","0","1","3.2","3.2","99.9%"
"41","Latavius Murray (BUF)","8","32","4.0","8","0","0","3","5","-1","-0.3","0","0","1","3.1","3.1","15.2%"
"42","Kyren Williams (LAR)","3","19","6.3","9","0","0","1","2","10","10.0","0","0","1","2.9","2.9","96.0%"
"43","Mike Boone (FA)","3","2","0.7","1","0","0","2","2","27","13.5","0","0","1","2.9","2.9","0.5%"
"44","Jaylen Warren (PIT)","3","11","3.7","8","0","0","2","3","16","8.0","0","0","1","2.7","2.7","81.4%"
"45","Jeff Wilson Jr. (MIA)","4","26","6.5","20","1","0","0","0","0","0","0","0","1","2.6","2.6","12.7%"
"46","Corey Clement (ARI)","0","0","0","0","0","0","1","1","21","21.0","0","0","1","2.1","2.1","0.1%"
"47","Ameer Abdullah (LV)","0","0","0","0","0","0","2","2","17","8.5","0","0","1","1.7","1.7","1.1%"
"48","Malcolm Brown (FA)","1","5","5.0","5","0","0","2","2","12","6.0","0","0","1","1.7","1.7","0.0%"
"49","James Cook (BUF)","4","6","1.5","4","0","0","1","1","9","9.0","0","0","1","1.5","1.5","94.9%"
"50","Matt Breida (NYG)","3","6","2.0","5","0","0","2","4","9","4.5","0","0","1","1.5","1.5","2.7%"
"51","JaMycal Hasty (NE)","4","13","3.3","10","0","0","0","0","0","0","0","0","1","1.3","1.3","0.1%"
"52","Kareem Hunt (CLE)","4","6","1.5","4","0","0","2","4","6","3.0","0","0","1","1.2","1.2","52.4%"
"53","Rhamondre Stevenson (NE)","3","8","2.7","4","0","0","2","3","2","1.0","0","0","1","1.0","1.0","89.5%"
"54","Zamir White (LV)","3","9","3.0","8","0","0","0","0","0","0","0","0","1","0.9","0.9","11.7%"
"55","C.J. Ham (MIN)","0","0","0","0","0","0","1","1","9","9.0","0","0","1","0.9","0.9","0.1%"
"56","Julius Chestnut (TEN)","0","0","0","0","0","0","2","2","8","4.0","0","0","1","0.8","0.8","0.1%"
"57","Trayveon Williams (CIN)","1","2","2.0","2","0","0","1","1","6","6.0","0","0","1","0.8","0.8","0.6%"
"58","Nyheim Hines (BUF)","1","3","3.0","3","0","0","1","1","4","4.0","0","0","1","0.7","0.7","0.1%"
"59","Kyle Juszczyk (SF)","0","0","0","0","0","0","2","2","7","3.5","0","0","1","0.7","0.7","0.3%"
"60","Benny Snell Jr. (FA)","2","4","2.0","3","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"61","Rex Burkhead (FA)","2","-3","-1.5","0","0","0","1","1","5","5.0","0","0","1","0.2","0.2","10.0%"
"62","Tony Jones Jr. (ARI)","1","2","2.0","2","0","0","1","2","0","0.0","0","0","1","0.2","0.2","0.2%"
"63","Kenyan Drake (GB)","1","1","1.0","1","0","0","2","2","1","0.5","0","0","1","0.2","0.2","0.2%"
"64","Patrick Ricard (BAL)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"65","Salvon Ahmed (MIA)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","1.1%"
"66","Jakob Johnson (LV)","0","0","0","0","0","0","1","1","1","1.0","0","0","1","0.1","0.1","0.0%"
"67","Dare Ogunbowale (HOU)","1","-3","-3.0","0","0","0","2","2","4","2.0","0","0","1","0.1","0.1","0.1%"
"68","Keaontay Ingram (KC)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","1.8%"
"69","Eno Benjamin (NO)","3","1","0.3","4","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"70","Chris Myarick (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"71","Justice Hill (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","10.8%"
"72","Alec Ingold (MIA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.1%"
"73","Demetric Felton Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"74","Michael Carter (ARI)","5","5","1.0","5","0","0","3","6","15","5.0","0","1","1","0.0","0.0","1.4%"
"75","Jerome Ford (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","86.2%"
"76","Kenneth Gainwell (PHI)","0","0","0","0","0","0","1","1","0","0.0","0","0","1","0.0","0.0","21.6%"
"77","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.0%"
"78","Taiwan Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"79","Brandon Bolden (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"80","Dontrell Hilliard (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"81","Jason Cabinda (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","Godwin Igwebuike (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Michael Burton (DEN)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"84","Alexander Mattison (MIN)","2","-1","-0.5","0","0","0","0","0","0","0","0","0","1","-0.1","-0.1","81.8%"
""
""
