"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"40","Rhamondre Stevenson (NE)","8","42","5.3","18","0","0","2","4","9","4.5","0","0","1","5.1","5.1","89.5%"
"41","Damien Harris (BUF)","9","31","3.4","11","0","0","3","3","18","6.0","0","0","1","4.9","4.9","7.1%"
"42","Rachaad White (TB)","11","22","2.0","7","0","0","5","5","26","5.2","0","0","1","4.8","4.8","96.2%"
"43","Leonard Fournette (BUF)","10","28","2.8","7","0","0","4","4","19","4.8","0","0","1","4.7","4.7","3.0%"
"44","Joshua Kelley (LAC)","9","45","5.0","12","0","0","1","2","1","1.0","0","0","1","4.6","4.6","12.5%"
"45","Alexander Mattison (MIN)","8","38","4.8","12","0","0","1","1","7","7.0","0","0","1","4.5","4.5","81.8%"
"46","Dalvin Cook (NYJ)","9","27","3.0","9","0","0","2","3","17","8.5","0","0","1","4.4","4.4","23.0%"
"47","Zonovan Knight (DET)","8","27","3.4","19","0","0","2","3","17","8.5","0","0","1","4.4","4.4","0.3%"
"48","Royce Freeman (LAR)","7","19","2.7","5","0","0","3","5","20","6.7","0","0","1","3.9","3.9","9.8%"
"49","Jordan Wilkins (FA)","6","23","3.8","7","0","0","2","2","14","7.0","0","0","1","3.7","3.7","0.0%"
"50","David Montgomery (DET)","6","24","4.0","9","0","0","2","3","12","6.0","0","0","1","3.6","3.6","96.0%"
"51","D'Onta Foreman (CHI)","13","35","2.7","7","0","0","0","0","0","0","0","0","1","3.5","3.5","41.0%"
"52","Jonathan Williams (WAS)","9","30","3.3","12","0","0","3","5","3","1.0","0","0","1","3.3","3.3","0.0%"
"53","Julius Chestnut (TEN)","4","-1","-0.3","1","0","0","1","1","33","33.0","0","0","1","3.2","3.2","0.1%"
"54","Brandon Bolden (LV)","8","32","4.0","10","0","0","0","0","0","0","0","0","1","3.2","3.2","0.1%"
"55","Corey Clement (ARI)","7","32","4.6","12","0","0","0","1","0","0","0","0","1","3.2","3.2","0.1%"
"56","Khalil Herbert (CHI)","5","31","6.2","15","0","0","0","0","0","0","0","0","1","3.1","3.1","48.8%"
"57","Jonathan Ward (TEN)","4","26","6.5","12","0","0","1","1","4","4.0","0","0","1","3.0","3.0","0.0%"
"58","Larry Rountree III (FA)","10","15","1.5","5","0","0","1","1","13","13.0","0","0","1","2.8","2.8","0.0%"
"59","Dare Ogunbowale (HOU)","7","21","3.0","9","0","0","2","3","4","2.0","0","0","1","2.5","2.5","0.1%"
"60","Eno Benjamin (NO)","2","10","5.0","8","0","0","1","1","9","9.0","0","0","1","1.9","1.9","0.0%"
"61","James Cook (BUF)","2","18","9.0","11","0","0","0","0","0","0","0","0","1","1.8","1.8","94.9%"
"62","Kenneth Gainwell (PHI)","0","0","0","0","0","0","2","2","17","8.5","0","0","1","1.7","1.7","21.6%"
"63","Joe Mixon (CIN)","2","12","6.0","7","0","0","0","0","0","0","0","0","1","1.2","1.2","98.8%"
"64","Rex Burkhead (FA)","0","0","0","0","0","0","3","5","10","3.3","0","0","1","1.0","1.0","10.0%"
"65","Patrick Taylor Jr. (GB)","5","10","2.0","3","0","0","0","0","0","0","0","0","1","1.0","1.0","2.3%"
"66","Deon Jackson (NYG)","3","10","3.3","4","0","0","0","0","0","0","0","0","1","1.0","1.0","1.2%"
"67","Kyle Juszczyk (SF)","1","9","9.0","9","0","0","0","0","0","0","0","0","1","0.9","0.9","0.3%"
"68","Gary Brightwell (NYG)","5","9","1.8","6","0","0","0","0","0","0","0","0","1","0.9","0.9","0.3%"
"69","Jerome Ford (CLE)","5","9","1.8","9","0","0","0","0","0","0","0","0","1","0.9","0.9","86.2%"
"70","Salvon Ahmed (MIA)","0","0","0","0","0","0","1","1","8","8.0","0","0","1","0.8","0.8","1.1%"
"71","Reggie Gilliam (BUF)","0","0","0","0","0","0","1","1","7","7.0","0","0","1","0.7","0.7","0.0%"
"72","Godwin Igwebuike (PIT)","3","4","1.3","4","0","0","1","1","3","3.0","0","0","1","0.7","0.7","0.0%"
"73","Adam Prentice (NO)","1","2","2.0","2","0","0","1","1","4","4.0","0","0","1","0.6","0.6","0.0%"
"74","Boston Scott (PHI)","2","6","3.0","8","0","0","0","1","0","0","0","0","1","0.6","0.6","0.3%"
"75","Kyren Williams (LAR)","2","6","3.0","3","0","0","0","0","0","0","0","0","1","0.6","0.6","96.0%"
"76","Michael Carter (ARI)","1","2","2.0","2","0","0","2","3","3","1.5","0","0","1","0.5","0.5","1.4%"
"77","Tyrion Davis-Price (SF)","1","5","5.0","5","0","0","0","0","0","0","0","0","1","0.5","0.5","0.1%"
"78","Devin Singletary (HOU)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","73.8%"
"79","Derek Watt (FA)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"80","Ronald Jones II (FA)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.3%"
"81","Gus Edwards (BAL)","3","2","0.7","2","0","0","0","0","0","0","0","0","1","0.2","0.2","76.2%"
"82","Andrew Beck (HOU)","0","0","0","0","0","0","2","2","10","5.0","0","0","1","0.0","0.0","0.0%"
"83","Ke'Shawn Vaughn (NE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"84","D'Ernest Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.2%"
"85","Qadree Ollison (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Justice Hill (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","10.8%"
"87","Alec Ingold (MIA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.1%"
"88","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"89","Jaret Patterson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Kirk Merritt (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Troy Hairston II (HOU)","0","0","0","0","0","0","1","1","7","7.0","0","0","1","0.0","0.0","0.0%"
"92","Pierre Strong Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"93","Trestan Ebner (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"94","Bryant Koback (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"95","Avery Williams (ATL)","1","-2","-2.0","0","0","0","1","1","2","2.0","0","0","1","0.0","0.0","0.0%"
"96","Kene Nwangwu (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"97","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.0%"
"98","Marlon Mack (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"99","Trenton Cannon (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"100","Jason Cabinda (DET)","0","0","0","0","0","0","1","1","5","5.0","0","0","1","0.0","0.0","0.0%"
"101","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"102","Michael Burton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"103","Kareem Hunt (CLE)","2","0","0.0","4","0","0","1","1","-1","-1.0","0","0","1","-0.1","-0.1","52.4%"
"104","Raheem Blackshear (CAR)","0","0","0","0","0","0","1","1","-1","-1.0","0","0","1","-0.1","-0.1","0.4%"
""
""
