"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"25","Travis Etienne Jr. (JAC)","11","45","4.1","10","0","0","3","3","28","9.3","0","0","1","7.3","7.3","99.9%"
"26","Kenneth Walker III (SEA)","10","17","1.7","5","0","0","6","8","55","9.2","0","0","1","7.2","7.2","96.4%"
"27","D'Andre Swift (PHI)","6","6","1.0","9","0","1","1","3","6","6.0","0","0","1","7.2","7.2","96.8%"
"28","Melvin Gordon III (BAL)","7","24","3.4","11","0","0","4","6","46","11.5","0","0","1","7.0","7.0","0.1%"
"29","Derrick Henry (TEN)","19","53","2.8","10","0","0","2","3","14","7.0","0","0","1","6.7","6.7","99.8%"
"30","AJ Dillon (GB)","13","65","5.0","17","0","0","0","0","0","0","0","0","1","6.5","6.5","67.0%"
"31","Austin Ekeler (LAC)","6","24","4.0","12","0","0","7","12","39","5.6","0","0","1","6.3","6.3","100.0%"
"32","C.J. Ham (MIN)","1","3","3.0","3","0","1","0","0","0","0","0","0","1","6.3","6.3","0.1%"
"33","Isiah Pacheco (KC)","16","82","5.1","13","0","0","0","0","0","0","0","1","1","6.2","6.2","95.6%"
"34","Jerick McKinnon (KC)","1","2","2.0","2","0","0","6","8","56","9.3","0","0","1","5.8","5.8","39.0%"
"35","Khalil Herbert (CHI)","10","57","5.7","12","0","0","0","0","0","0","0","0","1","5.7","5.7","48.8%"
"36","Miles Sanders (CAR)","12","54","4.5","8","0","0","0","1","0","0","0","0","1","5.4","5.4","47.5%"
"37","Latavius Murray (BUF)","9","24","2.7","10","0","0","3","3","23","7.7","0","0","1","4.7","4.7","15.2%"
"38","Alvin Kamara (NO)","8","26","3.3","14","0","0","3","4","19","6.3","0","0","1","4.5","4.5","98.8%"
"39","David Montgomery (DET)","9","37","4.1","9","0","0","1","1","7","7.0","0","0","1","4.4","4.4","96.0%"
"40","Kyren Williams (LAR)","1","9","9.0","9","0","0","3","3","30","10.0","0","0","1","3.9","3.9","96.0%"
"41","Malik Davis (DAL)","5","38","7.6","17","0","0","0","0","0","0","0","0","1","3.8","3.8","0.1%"
"42","Ameer Abdullah (LV)","0","0","0","0","0","0","4","4","33","8.3","0","0","1","3.3","3.3","1.1%"
"43","Caleb Huntley (FA)","5","32","6.4","15","0","0","0","0","0","0","0","0","1","3.2","3.2","0.0%"
"44","Raheem Blackshear (CAR)","6","32","5.3","12","0","0","0","0","0","0","0","0","1","3.2","3.2","0.4%"
"45","Rex Burkhead (FA)","1","2","2.0","2","0","0","2","2","28","14.0","0","0","1","3.0","3.0","10.0%"
"46","Justin Jackson (FA)","4","14","3.5","9","0","0","2","3","14","7.0","0","0","1","2.8","2.8","0.0%"
"47","Avery Williams (ATL)","4","25","6.3","12","0","0","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"48","James Cook (BUF)","5","22","4.4","8","0","0","0","0","0","0","0","0","1","2.2","2.2","94.9%"
"49","Cam Akers (MIN)","6","22","3.7","10","0","0","0","1","0","0","0","0","1","2.2","2.2","20.5%"
"50","Matt Breida (NYG)","6","20","3.3","9","0","0","0","0","0","0","0","0","1","2.0","2.0","2.7%"
"51","Cordarrelle Patterson (ATL)","5","18","3.6","9","0","0","1","1","2","2.0","0","0","1","2.0","2.0","2.0%"
"52","Alexander Mattison (MIN)","3","11","3.7","9","0","0","1","1","8","8.0","0","0","1","1.9","1.9","81.8%"
"53","Kareem Hunt (CLE)","6","9","1.5","7","0","0","1","1","10","10.0","0","0","1","1.9","1.9","52.4%"
"54","Jordan Wilkins (FA)","3","18","6.0","9","0","0","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"55","Chuba Hubbard (CAR)","5","14","2.8","5","0","0","0","0","0","0","0","0","1","1.4","1.4","74.8%"
"56","Ke'Shawn Vaughn (NE)","2","2","1.0","2","0","0","1","1","11","11.0","0","0","1","1.3","1.3","0.3%"
"57","Dare Ogunbowale (HOU)","0","0","0","0","0","0","1","1","13","13.0","0","0","1","1.3","1.3","0.1%"
"58","Kenneth Gainwell (PHI)","1","7","7.0","7","0","0","1","2","5","5.0","0","0","1","1.2","1.2","21.6%"
"59","Salvon Ahmed (MIA)","3","11","3.7","7","0","0","0","0","0","0","0","0","1","1.1","1.1","1.1%"
"60","Nyheim Hines (BUF)","0","0","0","0","0","0","1","1","9","9.0","0","0","1","0.9","0.9","0.1%"
"61","Chase Edmonds (TB)","2","9","4.5","10","0","0","1","2","0","0.0","0","0","1","0.9","0.9","1.0%"
"62","Dontrell Hilliard (FA)","1","2","2.0","2","0","0","1","2","6","6.0","0","0","1","0.8","0.8","0.0%"
"63","Derek Watt (FA)","2","5","2.5","3","0","0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"64","Keaontay Ingram (KC)","1","5","5.0","5","0","0","0","0","0","0","0","0","1","0.5","0.5","1.8%"
"65","Boston Scott (PHI)","1","5","5.0","5","0","0","0","0","0","0","0","0","1","0.5","0.5","0.3%"
"66","Duke Johnson Jr. (FA)","2","4","2.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"67","Zack Moss (IND)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","88.9%"
"68","JaMycal Hasty (NE)","1","4","4.0","4","0","0","1","2","-1","-1.0","0","0","1","0.3","0.3","0.1%"
"69","Isaiah Spiller (LAC)","4","3","0.8","4","0","0","0","0","0","0","0","0","1","0.3","0.3","0.3%"
"70","Tyler Allgeier (ATL)","8","20","2.5","6","0","0","3","3","-17","-5.7","0","0","1","0.3","0.3","42.8%"
"71","Sony Michel (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"72","Jordan Howard (FA)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"73","Zander Horvath (FA)","0","0","0","0","0","0","1","1","1","1.0","0","0","1","0.1","0.1","0.0%"
"74","Chris Myarick (FA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"75","Eno Benjamin (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","2","0","0","0","0","1","0.0","0.0","36.5%"
"77","Qadree Ollison (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Jakob Johnson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"79","Travis Homer (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"80","Benny Snell Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"81","Sandro Platzgummer (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","Larry Rountree III (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"84","Troy Hairston II (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","Hassan Haskins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"86","Jerome Ford (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","86.2%"
"87","Gary Brightwell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"88","Kene Nwangwu (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"89","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.0%"
"90","Jason Cabinda (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Zamir White (LV)","2","-1","-0.5","1","0","0","0","0","0","0","0","0","1","-0.1","-0.1","11.7%"
"93","Michael Burton (DEN)","1","-1","-1.0","0","0","0","0","0","0","0","0","0","1","-0.1","-0.1","0.1%"
"94","D'Ernest Johnson (JAC)","0","0","0","0","0","0","1","1","-2","-2.0","0","0","1","-0.2","-0.2","5.2%"
""
""
