"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Rhamondre Stevenson (NE)","19","76","4.0","31","2","2","4","5","15","3.8","0","0","1","21.1","21.1","89.5%"
"2","Kenyan Drake (GB)","10","119","11.9","30","5","1","1","2","8","8.0","0","0","1","18.7","18.7","0.2%"
"3","Breece Hall (NYJ)","20","116","5.8","34","2","1","2","2","5","2.5","0","0","1","18.1","18.1","97.4%"
"4","Deon Jackson (NYG)","12","42","3.5","11","0","1","10","10","79","7.9","0","0","1","18.1","18.1","1.2%"
"5","Kenneth Walker III (SEA)","21","97","4.6","34","3","1","2","3","13","6.5","0","0","1","17.0","17.0","96.4%"
"6","Leonard Fournette (BUF)","21","63","3.0","13","0","0","6","6","38","6.3","1","0","1","16.1","16.1","3.0%"
"7","Christian McCaffrey (SF)","13","69","5.3","17","0","0","7","8","89","12.7","0","0","1","15.8","15.8","100.0%"
"8","Saquon Barkley (NYG)","22","83","3.8","8","0","1","3","3","12","4.0","0","0","1","15.5","15.5","100.0%"
"9","Ezekiel Elliott (NE)","13","81","6.2","14","0","1","1","1","5","5.0","0","0","1","14.6","14.6","81.3%"
"10","Dalvin Cook (NYJ)","13","77","5.9","53","4","1","1","1","6","6.0","0","0","1","14.3","14.3","23.0%"
"11","Austin Ekeler (LAC)","14","36","2.6","11","0","1","10","16","47","4.7","0","0","1","14.3","14.3","100.0%"
"12","Miles Sanders (CAR)","18","71","3.9","13","0","1","1","1","1","1.0","0","0","1","13.2","13.2","47.5%"
"13","Joe Mixon (CIN)","8","45","5.6","10","0","0","4","6","23","5.8","1","0","1","12.8","12.8","98.8%"
"14","Alvin Kamara (NO)","19","99","5.2","24","1","0","6","9","25","4.2","0","0","1","12.4","12.4","98.8%"
"15","Brian Robinson Jr. (WAS)","17","60","3.5","16","0","1","0","0","0","0","0","0","1","12.0","12.0","86.5%"
"16","JaMycal Hasty (NE)","3","57","19.0","61","4","1","1","1","-5","-5.0","0","0","1","11.2","11.2","0.1%"
"17","Darrell Henderson Jr. (FA)","12","43","3.6","16","0","1","2","3","9","4.5","0","0","1","11.2","11.2","7.5%"
"18","Najee Harris (PIT)","14","42","3.0","14","0","0","2","3","7","3.5","1","0","1","10.9","10.9","92.9%"
"19","Travis Etienne Jr. (JAC)","10","86","8.6","48","4","0","2","2","22","11.0","0","0","1","10.8","10.8","99.9%"
"20","Devin Singletary (HOU)","17","85","5.0","14","0","0","4","5","22","5.5","0","0","1","10.7","10.7","73.8%"
"21","David Montgomery (DET)","15","67","4.5","13","0","0","1","1","13","13.0","0","0","1","8.0","8.0","96.0%"
"22","Khalil Herbert (CHI)","7","74","10.6","63","4","0","0","0","0","0","0","0","1","7.4","7.4","48.8%"
"23","Nick Chubb (CLE)","12","56","4.7","18","0","0","1","2","14","14.0","0","0","1","7.0","7.0","22.1%"
"24","Eno Benjamin (NO)","15","37","2.5","6","0","0","3","3","28","9.3","0","0","1","6.5","6.5","0.0%"
"25","Latavius Murray (BUF)","15","66","4.4","14","0","0","1","1","-2","-2.0","0","0","1","6.4","6.4","15.2%"
"26","Caleb Huntley (FA)","16","59","3.7","16","0","0","0","0","0","0","0","0","1","5.9","5.9","0.0%"
"27","Mark Ingram II (FA)","9","46","5.1","14","0","0","1","2","11","11.0","0","0","1","5.7","5.7","0.0%"
"28","James Robinson (NO)","12","54","4.5","14","0","0","1","1","1","1.0","0","0","1","5.5","5.5","0.1%"
"29","Antonio Gibson (WAS)","5","35","7.0","18","0","0","3","4","18","6.0","0","0","1","5.3","5.3","58.3%"
"30","AJ Dillon (GB)","10","41","4.1","19","0","0","4","6","11","2.8","0","0","1","5.2","5.2","67.0%"
"31","Tony Pollard (DAL)","11","44","4.0","15","0","0","2","3","8","4.0","0","0","1","5.2","5.2","99.8%"
"32","Tyler Allgeier (ATL)","15","51","3.4","8","0","0","0","0","0","0","0","0","1","5.1","5.1","42.8%"
"33","Raheem Mostert (MIA)","14","49","3.5","16","0","0","1","2","-1","-1.0","0","0","1","4.8","4.8","97.8%"
"34","Michael Carter (ARI)","6","41","6.8","25","1","0","1","1","6","6.0","0","0","1","4.7","4.7","1.4%"
"35","Aaron Jones (GB)","9","19","2.1","7","0","0","3","4","25","8.3","0","0","1","4.4","4.4","92.7%"
"36","Sony Michel (FA)","8","28","3.5","7","0","0","3","3","14","4.7","0","0","1","4.2","4.2","0.0%"
"37","Clyde Edwards-Helaire (KC)","9","33","3.7","11","0","0","0","0","0","0","0","0","1","3.3","3.3","36.5%"
"38","Kyle Juszczyk (SF)","0","0","0","0","0","0","4","4","33","8.3","0","0","1","3.3","3.3","0.3%"
"39","Phillip Lindsay (FA)","3","7","2.3","3","0","0","3","3","5","1.7","0","0","1","3.2","3.2","0.0%"
"40","Chase Edmonds (TB)","2","3","1.5","2","0","0","2","2","28","14.0","0","0","1","3.1","3.1","1.0%"
"41","Jerick McKinnon (KC)","2","1","0.5","1","0","0","3","3","29","9.7","0","0","1","3.0","3.0","39.0%"
"42","Malcolm Brown (FA)","7","15","2.1","10","0","0","1","1","13","13.0","0","0","1","2.8","2.8","0.0%"
"43","Kenneth Gainwell (PHI)","5","25","5.0","9","0","0","0","0","0","0","0","0","1","2.5","2.5","21.6%"
"44","Rachaad White (TB)","4","12","3.0","8","0","0","3","4","11","3.7","0","0","1","2.3","2.3","96.2%"
"45","J.D. McKissic (FA)","2","20","10.0","16","0","0","0","3","0","0","0","0","1","2.0","2.0","0.0%"
"46","D'Onta Foreman (CHI)","5","19","3.8","8","0","0","0","0","0","0","0","0","1","1.9","1.9","41.0%"
"47","Reggie Gilliam (BUF)","0","0","0","0","0","0","3","3","18","6.0","0","0","1","1.8","1.8","0.0%"
"48","Isiah Pacheco (KC)","2","9","4.5","5","0","0","2","2","9","4.5","0","0","1","1.8","1.8","95.6%"
"49","Boston Scott (PHI)","6","16","2.7","8","0","0","0","0","0","0","0","0","1","1.6","1.6","0.3%"
"50","Samaje Perine (DEN)","2","5","2.5","5","0","0","2","2","11","5.5","0","0","1","1.6","1.6","28.2%"
"51","J.K. Dobbins (BAL)","7","15","2.1","6","0","0","0","0","0","0","0","0","1","1.5","1.5","16.2%"
"52","Ronnie Rivers (LAR)","1","0","0.0","0","0","0","1","1","14","14.0","0","0","1","1.4","1.4","0.2%"
"53","Kareem Hunt (CLE)","4","12","3.0","9","0","0","0","1","0","0","0","0","1","1.2","1.2","52.4%"
"54","Alec Ingold (MIA)","1","2","2.0","2","0","0","2","2","10","5.0","0","0","1","1.2","1.2","0.1%"
"55","Matt Breida (NYG)","3","-6","-2.0","1","0","0","2","2","17","8.5","0","0","1","1.1","1.1","2.7%"
"56","Keith Smith (ATL)","1","2","2.0","2","0","0","1","1","8","8.0","0","0","1","1.0","1.0","0.0%"
"57","D'Ernest Johnson (JAC)","0","0","0","0","0","0","2","2","9","4.5","0","0","1","0.9","0.9","5.2%"
"58","James Cook (BUF)","2","8","4.0","4","0","0","0","0","0","0","0","0","1","0.8","0.8","94.9%"
"59","Melvin Gordon III (BAL)","3","8","2.7","4","0","0","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"60","Avery Williams (ATL)","2","6","3.0","3","0","0","1","1","2","2.0","0","0","1","0.8","0.8","0.0%"
"61","Chuba Hubbard (CAR)","2","6","3.0","4","0","0","1","1","1","1.0","0","0","1","0.7","0.7","74.8%"
"62","Keaontay Ingram (KC)","3","7","2.3","7","0","0","0","0","0","0","0","0","1","0.7","0.7","1.8%"
"63","Kevin Harris (NE)","3","5","1.7","3","0","0","0","0","0","0","0","0","1","0.5","0.5","0.1%"
"64","Jeff Wilson Jr. (MIA)","7","25","3.6","9","0","0","0","1","0","0","0","1","1","0.5","0.5","12.7%"
