"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"61","Hassan Haskins (TEN)","1","5","5.0","5","0","0","1","1","2","2.0","0","0","1","0.7","0.7","0.1%"
"62","Mike Davis (FA)","0","0","0","0","0","0","1","1","7","7.0","0","0","1","0.7","0.7","1.0%"
"63","Patrick Ricard (BAL)","1","2","2.0","2","0","0","1","1","4","4.0","0","0","1","0.6","0.6","0.1%"
"64","Boston Scott (PHI)","1","5","5.0","5","0","0","0","0","0","0","0","0","1","0.5","0.5","0.3%"
"65","DeeJay Dallas (SEA)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.8%"
"66","Ke'Shawn Vaughn (NE)","2","4","2.0","5","0","0","0","1","0","0","0","0","1","0.4","0.4","0.3%"
"67","Cam Akers (MIN)","5","3","0.6","2","0","0","0","0","0","0","0","0","1","0.3","0.3","20.5%"
"68","Avery Williams (ATL)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","0.2","0.2","0.0%"
"69","Keaontay Ingram (KC)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","1.8%"
"70","Phillip Lindsay (FA)","1","2","2.0","2","0","0","0","1","0","0","0","0","1","0.2","0.2","0.0%"
"71","Alexander Mattison (MIN)","2","1","0.5","2","0","0","1","1","0","0.0","0","0","1","0.1","0.1","81.8%"
"72","Craig Reynolds (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.8%"
"73","Salvon Ahmed (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"74","La'Mical Perine (KC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"75","Cullen Gillaspia (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Jakob Johnson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"77","Troy Hairston II (HOU)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"78","Pierre Strong Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"79","Chris Evans (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"80","Kene Nwangwu (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"81","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.0%"
"82","Dare Ogunbowale (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"83","Nyheim Hines (BUF)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.1%"
"84","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","Zamir White (LV)","1","-1","-1.0","0","0","0","0","0","0","0","0","0","1","-0.1","-0.1","11.7%"
""
""
