"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"39","Justice Hill (BAL)","7","30","4.3","11","0","0","3","3","8","2.7","0","0","1","3.8","3.8","10.8%"
"40","Malik Davis (DAL)","7","13","1.9","9","0","0","2","3","22","11.0","0","0","1","3.5","3.5","0.1%"
"41","Saquon Barkley (NYG)","15","22","1.5","4","0","0","2","5","13","6.5","0","0","1","3.5","3.5","100.0%"
"42","Chuba Hubbard (CAR)","4","0","0.0","2","0","0","2","3","25","12.5","0","0","1","2.5","2.5","74.8%"
"43","D'Onta Foreman (CHI)","11","24","2.2","10","0","0","0","1","0","0","0","0","1","2.4","2.4","41.0%"
"44","AJ Dillon (GB)","6","13","2.2","5","0","0","1","1","10","10.0","0","0","1","2.3","2.3","67.0%"
"45","Isaiah Spiller (LAC)","4","11","2.8","11","0","0","2","2","11","5.5","0","0","1","2.2","2.2","0.3%"
"46","Keaontay Ingram (KC)","5","19","3.8","13","0","0","0","0","0","0","0","0","1","1.9","1.9","1.8%"
"47","Dameon Pierce (HOU)","10","8","0.8","3","0","0","2","3","9","4.5","0","0","1","1.7","1.7","62.0%"
"48","Michael Carter (ARI)","8","19","2.4","8","0","0","1","2","-2","-2.0","0","0","1","1.7","1.7","1.4%"
"49","Jordan Mason (SF)","4","14","3.5","8","0","0","0","0","0","0","0","0","1","1.4","1.4","2.2%"
"50","Raheem Blackshear (CAR)","0","0","0","0","0","0","2","3","14","7.0","0","0","1","1.4","1.4","0.4%"
"51","Boston Scott (PHI)","3","8","2.7","3","0","0","2","2","4","2.0","0","0","1","1.2","1.2","0.3%"
"52","James Robinson (NO)","7","10","1.4","5","0","0","0","0","0","0","0","0","1","1.0","1.0","0.1%"
"53","Deon Jackson (NYG)","1","7","7.0","7","0","0","4","4","3","0.8","0","0","1","1.0","1.0","1.2%"
"54","Jaylen Warren (PIT)","0","0","0","0","0","0","1","1","9","9.0","0","0","1","0.9","0.9","81.4%"
"55","Clyde Edwards-Helaire (KC)","2","9","4.5","6","0","0","0","0","0","0","0","0","1","0.9","0.9","36.5%"
"56","Darrell Henderson Jr. (FA)","2","9","4.5","5","0","0","0","0","0","0","0","0","1","0.9","0.9","7.5%"
"57","Alexander Mattison (MIN)","2","0","0.0","3","0","0","1","1","8","8.0","0","0","1","0.8","0.8","81.8%"
"58","Trestan Ebner (FA)","6","8","1.3","6","0","0","0","1","0","0","0","0","1","0.8","0.8","0.0%"
"59","Zack Moss (IND)","2","7","3.5","7","0","0","0","0","0","0","0","0","1","0.7","0.7","88.9%"
"60","Trayveon Williams (CIN)","2","7","3.5","8","0","0","0","1","0","0","0","0","1","0.7","0.7","0.6%"
"61","David Johnson (FA)","1","-4","-4.0","0","0","0","1","1","11","11.0","0","0","1","0.7","0.7","0.0%"
"62","Kene Nwangwu (MIN)","4","1","0.3","4","0","0","1","1","5","5.0","0","0","1","0.6","0.6","0.6%"
"63","Chase Edmonds (TB)","2","6","3.0","4","0","0","0","0","0","0","0","0","1","0.6","0.6","1.0%"
"64","Caleb Huntley (FA)","1","4","4.0","4","0","0","1","1","2","2.0","0","0","1","0.6","0.6","0.0%"
"65","Ameer Abdullah (LV)","0","0","0","0","0","0","3","4","5","1.7","0","0","1","0.5","0.5","1.1%"
"66","Dare Ogunbowale (HOU)","0","0","0","0","0","0","1","1","5","5.0","0","0","1","0.5","0.5","0.1%"
"67","Ty Johnson (BUF)","4","4","1.0","7","0","0","0","1","0","0","0","0","1","0.4","0.4","0.1%"
"68","Kyle Juszczyk (SF)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.3%"
"69","Patrick Ricard (BAL)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"70","Jerick McKinnon (KC)","6","24","4.0","7","0","0","1","1","0","0.0","0","1","1","0.4","0.4","39.0%"
"71","Brandon Bolden (LV)","0","0","0","0","0","0","1","1","4","4.0","0","0","1","0.4","0.4","0.1%"
"72","Zander Horvath (FA)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"73","Sony Michel (FA)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"74","D'Ernest Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.2%"
"75","Jakob Johnson (LV)","0","0","0","0","0","0","1","1","0","0.0","0","0","1","0.0","0.0","0.0%"
"76","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.3%"
"77","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Troy Hairston II (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"79","Brittain Brown (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"80","Pierre Strong Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"81","Hassan Haskins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"82","Jerome Ford (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","86.2%"
"83","Ben Mason (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","Gary Brightwell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"85","Kenneth Gainwell (PHI)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","21.6%"
"86","Corey Clement (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"87","Jason Cabinda (DET)","0","0","0","0","0","0","0","2","0","0","0","0","1","0.0","0.0","0.0%"
"88","Michael Burton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"89","Mike Davis (FA)","0","0","0","0","0","0","1","1","-3","-3.0","0","0","1","-0.3","-0.3","1.0%"
"90","Nyheim Hines (BUF)","1","-8","-8.0","0","0","0","0","1","0","0","0","0","1","-0.8","-0.8","0.1%"
"91","Avery Williams (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.0%"
""
""
