"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"32","Raheem Mostert (MIA)","14","64","4.6","13","0","0","1","1","3","3.0","0","0","1","6.7","6.7","97.8%"
"33","Alec Ingold (MIA)","1","1","1.0","1","0","1","1","1","5","5.0","0","0","1","6.6","6.6","0.1%"
"34","Derek Watt (FA)","0","0","0","0","0","0","2","2","6","3.0","1","0","1","6.6","6.6","0.0%"
"35","Gus Edwards (BAL)","11","65","5.9","22","1","0","0","0","0","0","0","0","1","6.5","6.5","76.2%"
"36","AJ Dillon (GB)","10","54","5.4","27","1","0","1","1","9","9.0","0","0","1","6.3","6.3","67.0%"
"37","Michael Carter (ARI)","7","26","3.7","11","0","0","4","7","35","8.8","0","0","1","6.1","6.1","1.4%"
"38","Najee Harris (PIT)","8","32","4.0","18","0","0","6","6","26","4.3","0","0","1","6.0","6.0","92.9%"
"39","Joe Mixon (CIN)","8","27","3.4","6","0","0","7","9","32","4.6","0","0","1","5.9","5.9","98.8%"
"40","Jonathan Taylor (IND)","16","76","4.8","27","1","0","0","1","0","0","0","1","1","5.6","5.6","94.5%"
"41","David Montgomery (DET)","15","53","3.5","10","0","0","3","3","22","7.3","0","1","1","5.5","5.5","96.0%"
"42","Josh Jacobs (LV)","10","43","4.3","16","0","0","2","4","11","5.5","0","0","1","5.4","5.4","99.0%"
"43","Damien Harris (BUF)","11","37","3.4","11","0","0","2","2","15","7.5","0","0","1","5.2","5.2","7.1%"
"44","Eno Benjamin (NO)","9","22","2.4","7","0","0","4","7","23","5.8","0","0","1","4.5","4.5","0.0%"
"45","Rachaad White (TB)","4","19","4.8","8","0","0","3","3","24","8.0","0","0","1","4.3","4.3","96.2%"
"46","Malik Davis (DAL)","8","23","2.9","8","0","0","2","2","18","9.0","0","0","1","4.1","4.1","0.1%"
"47","Ronnie Rivers (LAR)","8","21","2.6","5","0","0","4","4","15","3.8","0","0","1","3.6","3.6","0.2%"
"48","Jeff Wilson Jr. (MIA)","4","14","3.5","12","0","0","2","2","21","10.5","0","0","1","3.5","3.5","12.7%"
"49","Travis Homer (CHI)","2","10","5.0","7","0","0","1","1","21","21.0","0","0","1","3.1","3.1","0.1%"
"50","Darrell Henderson Jr. (FA)","4","16","4.0","6","0","0","2","2","14","7.0","0","0","1","3.0","3.0","7.5%"
"51","Justice Hill (BAL)","4","28","7.0","12","0","0","0","0","0","0","0","0","1","2.8","2.8","10.8%"
"52","Ameer Abdullah (LV)","0","0","0","0","0","0","4","5","28","7.0","0","0","1","2.8","2.8","1.1%"
"53","Spencer Brown (CAR)","6","27","4.5","7","0","0","0","1","0","0","0","0","1","2.7","2.7","0.0%"
"54","Chris Evans (CIN)","0","0","0","0","0","0","1","1","26","26.0","0","0","1","2.6","2.6","0.2%"
"55","Boston Scott (PHI)","7","21","3.0","8","0","0","0","0","0","0","0","0","1","2.1","2.1","0.3%"
"56","Brian Robinson Jr. (WAS)","8","20","2.5","7","0","0","0","0","0","0","0","0","1","2.0","2.0","86.5%"
"57","J.D. McKissic (FA)","2","6","3.0","4","0","0","3","5","14","4.7","0","0","1","2.0","2.0","0.0%"
"58","James Robinson (NO)","5","17","3.4","7","0","0","0","1","0","0","0","0","1","1.7","1.7","0.1%"
"59","Samaje Perine (DEN)","1","7","7.0","7","0","0","3","3","10","3.3","0","0","1","1.7","1.7","28.2%"
"60","D'Ernest Johnson (JAC)","4","17","4.3","7","0","0","0","0","0","0","0","0","1","1.7","1.7","5.2%"
"61","Matt Breida (NYG)","2","5","2.5","3","0","0","1","2","10","10.0","0","0","1","1.5","1.5","2.7%"
"62","Darrel Williams (FA)","5","8","1.6","5","0","0","2","3","6","3.0","0","0","1","1.4","1.4","0.0%"
"63","Chase Edmonds (TB)","4","14","3.5","8","0","0","0","0","0","0","0","0","1","1.4","1.4","1.0%"
"64","Dwayne Washington (DEN)","4","13","3.3","4","0","0","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"65","Kenneth Gainwell (PHI)","1","3","3.0","3","0","0","1","1","8","8.0","0","0","1","1.1","1.1","21.6%"
"66","JaMycal Hasty (NE)","4","13","3.3","12","0","0","3","4","-3","-1.0","0","0","1","1.0","1.0","0.1%"
"67","Malcolm Brown (FA)","5","10","2.0","4","0","0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"68","Avery Williams (ATL)","0","0","0","0","0","0","2","2","7","3.5","0","0","1","0.7","0.7","0.0%"
"69","Craig Reynolds (DET)","2","7","3.5","5","0","0","0","1","0","0","0","0","1","0.7","0.7","1.8%"
"70","Ty Johnson (BUF)","2","6","3.0","4","0","0","0","2","0","0","0","0","1","0.6","0.6","0.1%"
"71","Mark Ingram II (FA)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","0.2","0.2","0.0%"
"72","Salvon Ahmed (MIA)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","1.1%"
"73","Rex Burkhead (FA)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","0.2","0.2","10.0%"
"74","Raheem Blackshear (CAR)","2","1","0.5","3","0","0","0","0","0","0","0","0","1","0.1","0.1","0.4%"
"75","Chris Myarick (FA)","0","0","0","0","0","0","1","1","10","10.0","0","0","1","0.0","0.0","0.0%"
"76","Cullen Gillaspia (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"77","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"78","Demetric Felton Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"79","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.3%"
"80","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"81","Troy Hairston II (HOU)","0","0","0","0","0","0","2","2","7","3.5","0","0","1","0.0","0.0","0.0%"
"82","Pierre Strong Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"83","Hassan Haskins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"84","Gary Brightwell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"85","Kene Nwangwu (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"86","Keaontay Ingram (KC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.8%"
"87","C.J. Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"88","Dare Ogunbowale (HOU)","0","0","0","0","0","0","1","1","0","0.0","0","0","1","0.0","0.0","0.1%"
"89","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"90","Justin Jackson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Deon Jackson (NYG)","1","-4","-4.0","0","0","0","0","0","0","0","0","0","1","-0.4","-0.4","1.2%"
"93","Trestan Ebner (FA)","2","-5","-2.5","3","0","0","0","0","0","0","0","0","1","-0.5","-0.5","0.0%"
""
""
