"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"38","Michael Carter (ARI)","2","6","3.0","3","0","0","5","5","44","8.8","0","0","1","5.0","5.0","1.4%"
"39","Joshua Kelley (LAC)","9","33","3.7","11","0","0","1","1","9","9.0","0","0","1","4.2","4.2","12.5%"
"40","DeeJay Dallas (SEA)","2","10","5.0","8","0","0","6","6","32","5.3","0","0","1","4.2","4.2","0.8%"
"41","Jonathan Williams (WAS)","3","13","4.3","9","0","0","2","3","28","14.0","0","0","1","4.1","4.1","0.0%"
"42","Royce Freeman (LAR)","16","32","2.0","5","0","0","1","1","6","6.0","0","0","1","3.8","3.8","9.8%"
"43","Aaron Jones (GB)","6","25","4.2","18","0","0","2","2","9","4.5","0","0","1","3.4","3.4","92.7%"
"44","Antonio Gibson (WAS)","5","10","2.0","5","0","0","2","3","21","10.5","0","0","1","3.1","3.1","58.3%"
"45","Cordarrelle Patterson (ATL)","8","17","2.1","7","0","0","1","1","14","14.0","0","0","1","3.1","3.1","2.0%"
"46","Jaylen Warren (PIT)","6","23","3.8","13","0","0","1","2","7","7.0","0","0","1","3.0","3.0","81.4%"
"47","Avery Williams (ATL)","3","16","5.3","13","0","0","2","2","14","7.0","0","0","1","3.0","3.0","0.0%"
"48","Tyrion Davis-Price (SF)","9","30","3.3","7","0","0","0","0","0","0","0","0","1","3.0","3.0","0.1%"
"49","Raheem Mostert (MIA)","8","45","5.6","17","0","0","2","3","4","2.0","0","1","1","2.9","2.9","97.8%"
"50","Dare Ogunbowale (HOU)","8","28","3.5","8","0","0","0","0","0","0","0","0","1","2.8","2.8","0.1%"
"51","Ameer Abdullah (LV)","0","0","0","0","0","0","2","2","27","13.5","0","0","1","2.7","2.7","1.1%"
"52","D'Andre Swift (PHI)","4","12","3.0","4","0","0","1","5","13","13.0","0","0","1","2.5","2.5","96.8%"
"53","David Johnson (FA)","7","16","2.3","4","0","0","1","1","8","8.0","0","0","1","2.4","2.4","0.0%"
"54","Marlon Mack (ARI)","4","22","5.5","7","0","0","0","1","0","0","0","0","1","2.2","2.2","0.0%"
"55","Kareem Hunt (CLE)","7","8","1.1","4","0","0","3","3","14","4.7","0","0","1","2.2","2.2","52.4%"
"56","Samaje Perine (DEN)","4","3","0.8","3","0","0","3","4","19","6.3","0","0","1","2.2","2.2","28.2%"
"57","Kyren Williams (LAR)","6","18","3.0","7","0","0","1","1","3","3.0","0","0","1","2.1","2.1","96.0%"
"58","Malcolm Brown (FA)","2","19","9.5","17","0","0","1","1","2","2.0","0","0","1","2.1","2.1","0.0%"
"59","JaMycal Hasty (NE)","3","10","3.3","6","0","0","1","3","11","11.0","0","0","1","2.1","2.1","0.1%"
"60","Hassan Haskins (TEN)","0","0","0","0","0","0","2","2","17","8.5","0","0","1","1.7","1.7","0.1%"
"61","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","1","1","17","17.0","0","0","1","1.7","1.7","2.3%"
"62","Alexander Mattison (MIN)","4","17","4.3","13","0","0","0","0","0","0","0","0","1","1.7","1.7","81.8%"
"63","Jamaal Williams (NO)","7","11","1.6","4","0","0","2","2","3","1.5","0","0","1","1.4","1.4","17.5%"
"64","Zonovan Knight (DET)","6","-2","-0.3","4","0","0","1","1","15","15.0","0","0","1","1.3","1.3","0.3%"
"65","Rhamondre Stevenson (NE)","13","30","2.3","7","0","0","2","5","3","1.5","0","1","1","1.3","1.3","89.5%"
"66","Reggie Gilliam (BUF)","0","0","0","0","0","0","1","1","12","12.0","0","0","1","1.2","1.2","0.0%"
"67","Nyheim Hines (BUF)","1","2","2.0","2","0","0","1","2","9","9.0","0","0","1","1.1","1.1","0.1%"
"68","Pierre Strong Jr. (CLE)","0","0","0","0","0","0","2","2","10","5.0","0","0","1","1.0","1.0","0.7%"
"69","Matt Breida (NYG)","2","9","4.5","6","0","0","0","0","0","0","0","0","1","0.9","0.9","2.7%"
"70","Deon Jackson (NYG)","0","0","0","0","0","0","3","3","9","3.0","0","0","1","0.9","0.9","1.2%"
"71","Rex Burkhead (FA)","0","0","0","0","0","0","2","2","7","3.5","0","0","1","0.7","0.7","10.0%"
"72","Ty Johnson (BUF)","2","7","3.5","6","0","0","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"73","Ke'Shawn Vaughn (NE)","1","6","6.0","6","0","0","0","0","0","0","0","0","1","0.6","0.6","0.3%"
"74","C.J. Ham (MIN)","0","0","0","0","0","0","1","1","5","5.0","0","0","1","0.5","0.5","0.1%"
"75","Adam Prentice (NO)","2","5","2.5","3","0","0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"76","Snoop Conner (JAC)","2","5","2.5","3","0","0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"77","Justice Hill (BAL)","0","0","0","0","0","0","1","1","4","4.0","0","0","1","0.4","0.4","10.8%"
"78","Jordan Wilkins (FA)","1","4","4.0","4","0","0","0","1","0","0","0","0","1","0.4","0.4","0.0%"
"79","Ronald Jones II (FA)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.3%"
"80","Kevin Harris (NE)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.1%"
"81","Khalil Herbert (CHI)","6","7","1.2","5","0","0","2","3","-4","-2.0","0","0","1","0.3","0.3","48.8%"
"82","Keaontay Ingram (KC)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","1.8%"
"83","Khari Blasingame (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","D'Ernest Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.2%"
"85","Alec Ingold (MIA)","0","0","0","0","0","0","0","2","0","0","0","0","1","0.0","0.0","0.1%"
"86","Travis Homer (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"87","Benny Snell Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"89","Jonathan Ward (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Troy Hairston II (HOU)","0","0","0","0","0","0","1","1","0","0.0","0","0","1","0.0","0.0","0.0%"
"91","Julius Chestnut (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"92","Jerome Ford (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","86.2%"
"93","Jordan Mason (SF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.2%"
"94","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.0%"
"95","Taiwan Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"96","Giovani Bernard (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Brandon Bolden (LV)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"98","Derek Watt (FA)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"99","Boston Scott (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"100","Godwin Igwebuike (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"102","Justin Jackson (FA)","1","-1","-1.0","0","0","0","0","1","0","0","0","0","1","-0.1","-0.1","0.0%"
"103","Gary Brightwell (NYG)","1","-1","-1.0","0","0","0","0","0","0","0","0","0","1","-0.1","-0.1","0.3%"
""
""
