"Rank","Player","G","ATT","YDS","Y/ATT","YBCON","YBCON/ATT","YACON","YACON/ATT","BRKTKL","TK LOSS","TK LOSS YDS","LNG TD","10+ YDS","20+ YDS","30+ YDS","40+ YDS","50+ YDS","LNG","REC","TGT","RZ TGT","YACON"
"1","De'Von Achane (MIA)","1","18","203","11.3","156","8.7","47","2.6","0","1","-2","67","4","3","2","2","1","67","4","4","2","14"
"2","Raheem Mostert (MIA)","1","13","82","6.3","50","3.8","32","2.5","1","2","-7","20","3","1","0","0","0","20","7","7","1","30"
"3","Kenneth Walker III (SEA)","1","18","97","5.4","62","3.4","35","1.9","3","0","0","7","2","1","1","0","0","36","3","3","0","18"
"4","Zack Moss (IND)","1","30","122","4.1","74","2.5","48","1.6","0","2","-2","0","4","2","0","0","0","24","2","3","2","2"
"5","Christian McCaffrey (SF)","1","18","85","4.7","66","3.7","19","1.1","3","1","-4","4","3","0","0","0","0","12","5","5","0","3"
"6","James Conner (ARI)","1","14","98","7.0","71","5.1","27","1.9","0","0","0","5","3","2","0","0","0","26","2","2","1","11"
"7","Jerome Ford (CLE)","1","10","18","1.8","0","0.0","18","1.8","5","2","-7","3","0","0","0","0","0","9","2","3","1","2"
"8","Jerick McKinnon (KC)","1","2","9","4.5","7","3.5","2","1.0","0","1","-1","0","1","0","0","0","0","10","3","3","2","1"
"9","Travis Etienne Jr. (JAC)","1","19","88","4.6","45","2.4","43","2.3","3","1","-2","0","2","0","0","0","0","16","4","5","0","12"
"10","Isiah Pacheco (KC)","1","15","62","4.1","29","1.9","33","2.2","3","3","-7","1","2","0","0","0","0","18","2","3","2","4"
"11","D'Andre Swift (PHI)","1","16","130","8.1","99","6.2","31","1.9","2","0","0","0","4","2","0","0","0","29","1","2","0","2"
"12","Joe Mixon (CIN)","1","19","65","3.4","29","1.5","36","1.9","1","3","-5","14","2","0","0","0","0","14","1","2","0","5"
"13","Alexander Mattison (MIN)","1","20","93","4.7","48","2.4","45","2.3","0","3","-4","0","4","0","0","0","0","15","5","7","3","0"
"14","Miles Sanders (CAR)","1","9","24","2.7","8","0.9","16","1.8","2","1","-1","1","1","0","0","0","0","15","5","9","0","14"
"15","Tony Pollard (DAL)","1","23","122","5.3","56","2.4","66","2.9","1","1","-2","0","1","1","1","0","0","31","3","3","0","0"
"16","Dameon Pierce (HOU)","1","14","31","2.2","18","1.3","13","0.9","1","3","-7","1","1","0","0","0","0","10","3","3","0","6"
"17","Clyde Edwards-Helaire (KC)","1","15","55","3.7","34","2.3","21","1.4","0","1","-1","1","2","0","0","0","0","16","1","1","0","2"
"18","James Cook (BUF)","1","15","98","6.5","81","5.4","17","1.1","1","0","0","0","3","1","1","0","0","34","2","3","0","0"
