"Rank","Player","G","ATT","YDS","Y/ATT","YBCON","YBCON/ATT","YACON","YACON/ATT","BRKTKL","TK LOSS","TK LOSS YDS","LNG TD","10+ YDS","20+ YDS","30+ YDS","40+ YDS","50+ YDS","LNG","REC","TGT","RZ TGT","YACON"
"1","Raheem Mostert (MIA)","1","21","96","4.6","66","3.1","30","1.4","1","1","-3","5","2","0","0","0","0","15","1","1","0","3"
"2","James Cook (BUF)","1","10","58","5.8","52","5.2","6","0.6","1","0","0","0","3","0","0","0","0","15","5","5","0","9"
"3","Saquon Barkley (NYG)","1","20","86","4.3","32","1.6","54","2.7","4","3","-7","5","3","1","1","0","0","34","3","4","0","7"
"4","Ezekiel Elliott (NE)","1","22","68","3.1","19","0.9","49","2.2","3","3","-3","0","1","0","0","0","0","12","7","8","1","26"
"5","Rachaad White (TB)","1","25","102","4.1","55","2.2","47","1.9","0","1","-5","0","2","0","0","0","0","12","2","2","0","0"
"6","Breece Hall (NYJ)","1","10","40","4.0","15","1.5","25","2.5","1","1","-5","0","2","0","0","0","0","15","8","9","1","32"
"7","Joe Mixon (CIN)","1","21","79","3.8","63","3.0","16","0.8","1","1","-1","1","1","0","0","0","0","18","3","4","0","35"
"8","Derrick Henry (TEN)","1","17","34","2.0","20","1.2","14","0.8","1","2","-2","3","0","0","0","0","0","6","1","2","0","0"
"9","Chase Brown (CIN)","1","8","25","3.1","13","1.6","12","1.5","0","2","-12","0","1","0","0","0","0","10","3","3","0","10"
"10","Austin Ekeler (LAC)","1","10","51","5.1","0","0.0","0","0.0","0","1","-2","3","0","0","0","0","0","9","5","7","1","0"
"11","Christian McCaffrey (SF)","1","16","145","9.1","100","6.3","45","2.8","4","2","-4","0","4","3","1","1","1","72","1","1","0","4"
"12","Javonte Williams (DEN)","1","17","66","3.9","0","0.0","0","0.0","0","2","-6","3","2","1","0","0","0","20","3","4","0","2"
"13","Bijan Robinson (ATL)","1","10","34","3.4","22","2.2","12","1.2","0","0","0","3","0","0","0","0","0","8","5","7","2","12"
"14","Jahmyr Gibbs (DET)","1","11","66","6.0","59","5.4","7","0.6","1","2","-5","12","2","1","1","0","0","36","3","4","1","5"
"15","Travis Etienne Jr. (JAC)","1","14","35","2.5","18","1.3","17","1.2","1","4","-10","1","1","0","0","0","0","16","4","4","0","17"
"16","Devin Singletary (HOU)","1","13","65","5.0","43","3.3","22","1.7","0","0","0","1","2","0","0","0","0","17","0","3","1","0"
"17","Tyjae Spears (TEN)","1","7","29","4.1","18","2.6","11","1.6","0","0","0","0","0","0","0","0","0","8","6","8","0","2"
"18","Kyren Williams (LAR)","1","25","114","4.6","83","3.3","31","1.2","7","3","-6","0","4","0","0","0","0","14","3","4","0","0"
"19","Rico Dowdle (DAL)","1","12","46","3.8","28","2.3","18","1.5","0","0","0","1","0","0","0","0","0","9","1","1","0","4"
"20","Alvin Kamara (NO)","1","12","56","4.7","35","2.9","21","1.8","0","0","0","9","0","0","0","0","0","9","3","4","0","0"
"21","Jerick McKinnon (KC)","1","4","19","4.8","0","0.0","0","0.0","0","0","0","7","0","0","0","0","0","7","3","3","1","0"
"22","Tony Pollard (DAL)","1","16","59","3.7","24","1.5","35","2.2","1","0","0","0","1","0","0","0","0","11","7","8","0","10"
"23","Chuba Hubbard (CAR)","1","23","87","3.8","47","2.0","40","1.7","1","1","-2","0","3","0","0","0","0","13","2","2","0","5"
"24","Kareem Hunt (CLE)","1","10","27","2.7","14","1.4","13","1.3","0","1","-2","4","0","0","0","0","0","9","1","1","1","0"
"25","Jordan Mason (SF)","1","4","20","5.0","12","3.0","8","2.0","0","0","0","3","0","0","0","0","0","8","1","1","0","2"
"26","David Montgomery (DET)","1","10","66","6.6","43","4.3","23","2.3","0","0","0","0","3","0","0","0","0","13","3","3","0","5"
"27","Jerome Ford (CLE)","1","12","51","4.3","38","3.2","13","1.1","1","2","-3","0","1","1","0","0","0","26","5","6","0","12"
"28","AJ Dillon (GB)","1","15","53","3.5","32","2.1","21","1.4","0","0","0","0","0","0","0","0","0","8","2","3","0","26"
"29","Miles Sanders (CAR)","1","10","74","7.4","21","2.1","53","5.3","1","1","-1","0","1","1","1","1","0","48","0","0","0","0"
"30","D'Onta Foreman (CHI)","1","11","50","4.5","32","2.9","18","1.6","0","0","0","0","1","0","0","0","0","13","2","3","0","5"
"31","De'Von Achane (MIA)","1","7","47","6.7","31","4.4","16","2.3","0","0","0","0","2","0","0","0","0","15","5","9","1","4"
"32","Clyde Edwards-Helaire (KC)","1","11","39","3.5","37","3.4","2","0.2","0","1","-2","0","0","0","0","0","0","7","2","4","0","18"
"33","Alexander Mattison (MIN)","1","10","66","6.6","46","4.6","20","2.0","1","1","-2","0","2","0","0","0","0","16","0","1","0","0"
"34","Keaton Mitchell (BAL)","1","9","54","6.0","52","5.8","2","0.2","1","1","-1","0","1","1","0","0","0","27","1","2","0","0"
"35","Chase Edmonds (TB)","1","8","40","5.0","23","2.9","17","2.1","0","0","0","0","1","0","0","0","0","15","2","2","0","0"
"36","Zack Moss (IND)","1","13","28","2.2","0","0.0","0","0.0","1","3","-5","0","1","0","0","0","0","12","4","8","0","0"
"37","Kenneth Walker III (SEA)","1","8","21","2.6","9","1.1","12","1.5","2","1","-1","0","1","0","0","0","0","12","4","5","2","31"
"38","Patrick Taylor Jr. (GB)","1","4","30","7.5","9","2.3","21","5.3","1","0","0","0","1","0","0","0","0","14","2","2","0","3"
"39","Josh Jacobs (LV)","1","13","34","2.6","23","1.8","11","0.8","0","1","-2","0","0","0","0","0","0","6","2","2","0","9"
"40","Zach Charbonnet (SEA)","1","9","44","4.9","15","1.7","29","3.2","3","3","-11","0","2","2","0","0","0","23","1","1","0","4"
"41","Najee Harris (PIT)","1","12","29","2.4","3","0.3","26","2.2","2","3","-7","0","0","0","0","0","0","7","3","3","0","8"
"42","Samaje Perine (DEN)","1","2","8","4.0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","5","5","5","0","0"
"43","Jamaal Williams (NO)","1","11","43","3.9","18","1.6","25","2.3","1","1","-2","0","2","0","0","0","0","12","0","1","0","0"
"44","Ty Chandler (MIN)","1","12","35","2.9","28","2.3","7","0.6","1","1","-2","0","0","0","0","0","0","7","3","3","0","2"
"45","Jaylen Warren (PIT)","1","7","11","1.6","2","0.3","9","1.3","0","2","-9","0","0","0","0","0","0","7","4","5","1","11"
"46","Tyler Allgeier (ATL)","1","9","40","4.4","17","1.9","23","2.6","0","0","0","0","0","0","0","0","0","9","0","0","0","0"
"47","D'Andre Swift (PHI)","1","11","39","3.5","25","2.3","14","1.3","0","2","-5","0","0","0","0","0","0","7","0","0","0","0"
"48","Jaleel McLaughlin (DEN)","1","5","25","5.0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","9","1","2","0","0"
"49","Latavius Murray (BUF)","1","3","9","3.0","8","2.7","1","0.3","0","0","0","0","0","0","0","0","0","4","1","1","0","0"
"50","D'Ernest Johnson (JAC)","1","3","12","4.0","8","2.7","4","1.3","0","0","0","0","0","0","0","0","0","6","2","3","0","5"
"51","Kenneth Gainwell (PHI)","1","4","28","7.0","17","4.3","11","2.8","0","0","0","0","1","0","0","0","0","11","0","0","0","0"
"52","Ty Johnson (BUF)","1","5","19","3.8","17","3.4","2","0.4","0","0","0","0","0","0","0","0","0","7","2","2","1","2"
"53","Ameer Abdullah (LV)","1","1","12","12.0","8","8.0","4","4.0","0","0","0","0","1","0","0","0","0","12","2","2","0","0"
"54","Isaiah Spiller (LAC)","1","6","19","3.2","0","0.0","0","0.0","0","1","-1","0","0","0","0","0","0","6","0","0","0","0"
"55","Ty Montgomery II (FA)","1","0","0","nan","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","1","2","0","7"
"56","Matt Breida (NYG)","1","2","16","8.0","13","6.5","3","1.5","0","0","0","0","0","0","0","0","0","9","0","0","0","0"
"57","Gus Edwards (BAL)","1","6","15","2.5","10","1.7","5","0.8","1","0","0","0","0","0","0","0","0","5","0","0","0","0"
"58","Alec Ingold (MIA)","1","0","0","nan","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"59","Trey Sermon (IND)","1","3","13","4.3","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","8","0","0","0","0"
"60","Justice Hill (BAL)","1","0","0","nan","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","1","2","0","0"
"61","Dare Ogunbowale (HOU)","1","2","7","3.5","6","3.0","1","0.5","0","0","0","0","0","0","0","0","0","4","1","2","0","0"
"62","Boston Scott (PHI)","1","3","9","3.0","4","1.3","5","1.7","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"63","Royce Freeman (LAR)","1","3","9","3.0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"64","Zamir White (LV)","1","2","8","4.0","5","2.5","3","1.5","0","0","0","0","0","0","0","0","0","6","0","0","0","0"
"65","Raheem Blackshear (CAR)","1","1","4","4.0","3","3.0","1","1.0","0","0","0","0","0","0","0","0","0","4","1","2","0","2"
"66","Dalvin Cook (NYJ)","1","7","13","1.9","8","1.1","5","0.7","0","0","0","0","0","0","0","0","0","5","1","1","0","0"
"67","Khalil Herbert (CHI)","1","3","8","2.7","4","1.3","4","1.3","1","0","0","0","0","0","0","0","0","4","0","0","0","0"
"68","C.J. Ham (MIN)","1","1","7","7.0","5","5.0","2","2.0","0","0","0","0","0","0","0","0","0","7","0","0","0","0"
"69","Cordarrelle Patterson (ATL)","1","3","7","2.3","2","0.7","5","1.7","0","0","0","0","0","0","0","0","0","6","0","0","0","0"
"70","Dameon Pierce (HOU)","1","4","9","2.3","4","1.0","5","1.3","0","0","0","0","0","0","0","0","0","4","1","1","0","0"
"71","Roschon Johnson (CHI)","1","1","6","6.0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","6","0","0","0","0"
"72","Joshua Kelley (LAC)","1","3","6","2.0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"73","Michael Burton (DEN)","1","1","2","2.0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","2","1","1","0","0"
"74","Nick Bawden (NYJ)","1","1","3","3.0","1","1.0","2","2.0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"75","Kene Nwangwu (MIN)","1","2","3","1.5","0","0.0","3","1.5","0","1","-1","0","0","0","0","0","0","4","0","0","0","0"
"76","Chris Brooks (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Zonovan Knight (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Kendre Miller (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Kenyan Drake (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Jakob Johnson (LV)","1","0","0","nan","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","Derrick Gore (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"82","Melvin Gordon III (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"83","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","Ke'Shawn Vaughn (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"85","Jeff Wilson Jr. (MIA)","1","0","0","0.0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","Jonathan Williams (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","James Robinson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","Henry Pearson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","Austin Walter (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","La'Mical Perine (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","Jashaun Corbin (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","Jonathan Ward (TEN)","1","0","0","0.0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"93","Alex Armah Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"94","Mohamed Ibrahim (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"95","Dwayne Washington (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","JaMycal Hasty (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97","Emanuel Wilson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","Zach Evans (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","Darrynton Evans (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","Patrick Laird (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101","Jordan Mims (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102","Tyrion Davis-Price (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","Corey Clement (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","Bryant Koback (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","Hunter Luepke (DAL)","1","0","0","0.0","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"107","Brandon Bolden (LV)","1","0","0","nan","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"108","Israel Abanikanda (NYJ)","1","3","-1","-0.3","-2","-0.7","1","0.3","0","2","-4","0","0","0","0","0","0","3","0","0","0","0"
"109","Trayveon Williams (CIN)","1","0","0","nan","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"110","Emari Demercado (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"111","DeeJay Dallas (SEA)","1","0","0","nan","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"112","Tyler Goodson (IND)","1","0","0","nan","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"113","Khari Blasingame (CHI)","1","0","0","nan","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"114","Tony Jones Jr. (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"115","Salvon Ahmed (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"116","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"117","Cam Akers (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"118","J.K. Dobbins (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"119","Travis Homer (CHI)","1","0","0","nan","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"120","Damien Harris (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","Brian Robinson Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
