"Rank","Player","G","ATT","YDS","Y/ATT","YBCON","YBCON/ATT","YACON","YACON/ATT","BRKTKL","TK LOSS","TK LOSS YDS","LNG TD","10+ YDS","20+ YDS","30+ YDS","40+ YDS","50+ YDS","LNG","REC","TGT","RZ TGT","YACON"
"1","Travis Etienne Jr. (JAC)","1","26","136","5.2","66","2.5","70","2.7","6","4","-4","35","4","2","2","0","0","35","4","5","0","8"
"2","Zack Moss (IND)","1","23","165","7.2","89","3.9","76","3.3","0","0","0","56","5","1","1","1","1","56","2","2","0","22"
"3","Breece Hall (NYJ)","1","22","177","8.0","133","6.0","44","2.0","2","1","-1","72","3","1","1","1","1","72","3","3","0","2"
"4","De'Von Achane (MIA)","1","11","151","13.7","74","6.7","77","7.0","1","0","0","76","4","2","1","1","1","76","1","1","0","3"
"5","David Montgomery (DET)","1","19","109","5.7","70","3.7","39","2.1","0","0","0","42","2","1","1","1","0","42","2","6","0","6"
"6","Alvin Kamara (NO)","1","22","80","3.6","63","2.9","17","0.8","0","0","0","2","1","0","0","0","0","10","3","3","1","9"
"7","Josh Jacobs (LV)","1","20","69","3.5","38","1.9","31","1.6","0","4","-7","2","1","1","0","0","0","24","5","5","1","5"
"8","Jaleel McLaughlin (DEN)","1","9","68","7.6","36","4.0","32","3.6","1","1","-3","0","2","2","1","0","0","38","3","4","0","17"
"9","Raheem Mostert (MIA)","1","10","65","6.5","14","1.4","51","5.1","0","0","0","2","2","1","0","0","0","23","2","2","1","6"
"10","AJ Dillon (GB)","1","20","76","3.8","35","1.8","41","2.1","1","2","-3","5","1","0","0","0","0","11","0","1","0","0"
"11","Jordan Mason (SF)","1","10","69","6.9","52","5.2","17","1.7","0","1","-4","26","1","1","0","0","0","26","0","1","0","0"
"12","Tyjae Spears (TEN)","1","7","34","4.9","19","2.7","15","2.1","1","1","-1","19","1","0","0","0","0","19","4","5","1","6"
"13","Isiah Pacheco (KC)","1","16","55","3.4","24","1.5","31","1.9","1","0","0","1","1","0","0","0","0","11","1","1","0","4"
"14","Christian McCaffrey (SF)","1","19","51","2.7","45","2.4","6","0.3","0","2","-7","1","0","0","0","0","0","8","2","3","0","3"
"15","Emari Demercado (ARI)","1","10","45","4.5","21","2.1","24","2.4","2","1","-1","11","1","0","0","0","0","11","1","3","0","0"
"16","Craig Reynolds (DET)","1","7","52","7.4","25","3.6","27","3.9","0","0","0","5","2","0","0","0","0","19","0","0","0","0"
"17","D'Andre Swift (PHI)","1","17","70","4.1","52","3.1","18","1.1","0","3","-4","0","1","0","0","0","0","17","6","6","1","5"
"18","Alexander Mattison (MIN)","1","8","26","3.3","15","1.9","11","1.4","0","1","-3","0","0","0","0","0","0","7","2","3","2","3"
"19","Bijan Robinson (ATL)","1","14","46","3.3","14","1.0","32","2.3","3","4","-7","0","2","0","0","0","0","13","2","2","1","0"
"20","Joe Mixon (CIN)","1","25","81","3.2","59","2.4","22","0.9","0","3","-5","0","1","0","0","0","0","10","4","4","2","4"
"21","Kendre Miller (NO)","1","12","37","3.1","15","1.3","22","1.8","1","0","0","0","0","0","0","0","0","8","4","4","0","0"
"22","Kyle Juszczyk (SF)","1","0","0","nan","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","4","4","3","0"
"23","Justice Hill (BAL)","1","7","32","4.6","0","0.0","0","0.0","0","0","0","14","1","0","0","0","0","14","4","4","1","3"
"24","Dameon Pierce (HOU)","1","20","66","3.3","31","1.6","35","1.8","2","3","-10","0","2","0","0","0","0","15","1","1","0","2"
"25","Jaylen Warren (PIT)","1","9","40","4.4","0","0.0","0","0.0","3","2","-3","0","2","0","0","0","0","16","3","3","0","10"
"26","Khalil Herbert (CHI)","1","10","76","7.6","33","3.3","43","4.3","0","0","0","0","2","1","1","0","0","34","0","3","0","0"
"27","Samaje Perine (DEN)","1","6","22","3.7","10","1.7","12","2.0","0","2","-11","0","0","0","0","0","0","8","4","5","0","31"
"28","Antonio Gibson (WAS)","1","0","0","nan","0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","4","6","0","12"
"29","Derrick Henry (TEN)","1","13","43","3.3","19","1.5","24","1.8","0","0","0","0","0","0","0","0","0","8","3","3","1","10"
